mix_code,issue_code,issue_description
DS2-350,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-351,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-352,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-353,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-354,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-355,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-356,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-357,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-358,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-359,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-360,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-361,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-362,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-363,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-364,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-365,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-366,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-367,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-368,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-369,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-370,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-371,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-372,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-373,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-374,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-375,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-376,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-377,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-378,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-379,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-380,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-381,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-382,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-383,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-384,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-385,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-386,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-387,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-388,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-389,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-390,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-391,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-392,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-393,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-394,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-395,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-396,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-397,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-398,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-399,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-400,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-401,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-402,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-403,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-404,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-405,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-406,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-407,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-408,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-409,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-410,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-411,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-412,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-413,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-414,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-415,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-416,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-417,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-418,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-419,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-420,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-421,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-422,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-423,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-424,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-425,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-426,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-427,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-428,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-429,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-430,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-431,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-432,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-433,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-434,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-435,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-436,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-437,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-438,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-439,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-440,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-441,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-442,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-443,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-444,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-445,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-446,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-447,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-448,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-449,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-450,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-451,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-452,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-453,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-454,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-455,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-456,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-457,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-458,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-459,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-460,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-461,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-462,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-463,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-464,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-465,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-466,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-467,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-468,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-469,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-470,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-471,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-472,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-473,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-474,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-475,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-476,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-477,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-478,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-479,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-480,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-481,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-482,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-483,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-484,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-485,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-486,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-487,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-488,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-489,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-490,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-491,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-492,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-493,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-494,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-495,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-496,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-497,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-498,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-499,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-500,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-501,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-502,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-503,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-504,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-505,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-506,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-507,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-508,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-509,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-510,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-511,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-512,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-513,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-514,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-515,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-516,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-517,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-518,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-519,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-520,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-521,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-522,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-523,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-524,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-525,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-526,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-527,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-528,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-529,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-530,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-531,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-532,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-533,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-534,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-535,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-536,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-537,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-538,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-539,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-540,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-541,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-542,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-543,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-544,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-545,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-546,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-547,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-548,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-549,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-550,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-551,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-552,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-553,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-554,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-555,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-556,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-557,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-558,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-559,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-560,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-561,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-562,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-563,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-564,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-565,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-566,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-567,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-568,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-569,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-570,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-571,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-572,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-573,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-574,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-575,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-576,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-577,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-578,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-579,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-580,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-581,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-582,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-583,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-584,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-585,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-586,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-587,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-588,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-589,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-590,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-591,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-592,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-593,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-594,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-595,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-596,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-597,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-598,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-599,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-600,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-601,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-602,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-603,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-604,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-605,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-606,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-607,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-608,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-609,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-610,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-611,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-612,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-613,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-614,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-615,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-616,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-617,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-618,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-619,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-620,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-621,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-622,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-623,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-624,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-625,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-626,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-627,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-628,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-629,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-630,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-631,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-632,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-633,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-634,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-635,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-636,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-637,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-638,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-639,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-640,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-641,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-642,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-643,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-644,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-645,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-646,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-647,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-648,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-649,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-650,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-651,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-652,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-653,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-654,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-655,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-656,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-657,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-658,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-659,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-660,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-661,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-662,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-663,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-664,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-665,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-666,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-667,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-668,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-669,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-670,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-671,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-672,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-673,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-674,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-675,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-676,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-677,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-678,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-679,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-680,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-681,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-682,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-683,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-684,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-685,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-686,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-687,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-688,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-689,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-690,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-691,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-692,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-693,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-694,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-695,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-696,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-697,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-698,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
