mix_code,issue_code,issue_description
DS2-31,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-32,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-33,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-34,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-35,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-36,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-37,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-38,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-39,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-40,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-41,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-42,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-43,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-44,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-45,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-46,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-47,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-48,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-49,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-50,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-51,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-52,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-53,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-54,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-55,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-56,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-57,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-58,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-59,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-60,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-61,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-62,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-63,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-64,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-65,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-66,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-67,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-68,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-69,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-70,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-71,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-72,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-73,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-74,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-75,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-76,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-77,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-78,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-79,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-80,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-81,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-82,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-83,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-84,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-85,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-86,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-87,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-88,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-89,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-90,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-91,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-92,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-93,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-94,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-95,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-96,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-97,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-98,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-99,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-100,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-101,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-102,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-103,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-104,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-105,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-106,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-107,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-108,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-109,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-110,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-111,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-112,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-113,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-114,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-115,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-116,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-117,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-118,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-119,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-120,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-121,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-122,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-123,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-124,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-125,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-126,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-127,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-128,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-129,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-130,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-131,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-132,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-133,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-134,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-135,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-136,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-137,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-138,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-139,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-140,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-141,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-142,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-143,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-144,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-145,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-146,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-147,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-148,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-149,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-150,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-151,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-152,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-153,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-154,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-155,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-156,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-157,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-158,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-159,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-160,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-161,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-162,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-163,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-164,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-165,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-166,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-167,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-168,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-169,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-170,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-171,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-172,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-173,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-174,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-175,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-176,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-177,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-178,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-179,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-180,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-181,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-182,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-183,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-184,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-185,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-186,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-187,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-188,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-189,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-190,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-191,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-192,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-193,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-194,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-195,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-196,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-197,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-198,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-199,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-200,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-201,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-202,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-203,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-204,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-205,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-206,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-207,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-208,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-209,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-210,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-211,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-212,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-213,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-214,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-215,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-216,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-217,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-218,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-219,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-220,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-221,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-222,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-223,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-224,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-225,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-226,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-227,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-228,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-229,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-230,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-231,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-232,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-233,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-234,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-235,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-236,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-237,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-238,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-239,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-240,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-241,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-242,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-243,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-244,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-245,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-246,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-247,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-248,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-249,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-250,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-251,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-252,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-253,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-254,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-255,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-256,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-257,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-258,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-259,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-260,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-261,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-262,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-263,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-264,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-265,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-266,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-267,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-268,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-269,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-270,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-271,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-272,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-273,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-274,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-275,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-276,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-277,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-278,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-279,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-280,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-281,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-282,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-283,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-284,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-285,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-286,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-287,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-288,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-289,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-290,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-291,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-292,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-293,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-294,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-295,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-296,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-297,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-298,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-299,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-300,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-301,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-302,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-303,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-304,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-305,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-306,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-307,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-308,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-309,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-310,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-311,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-312,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-313,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-314,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-315,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-316,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-317,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-318,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-319,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-320,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-321,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-322,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-323,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-324,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-325,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-326,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-327,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-328,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-329,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-330,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-331,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-332,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-333,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-334,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-335,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-336,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-337,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-338,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-339,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-340,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-341,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-342,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-343,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-344,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-345,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-346,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-347,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-348,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
DS2-349,LOW_COMPONENT_COUNT,Mix has only 2 components (expected >= 6)
