mix_code,issue_code,issue_description
DS3-777,NO_SPECIMEN,Hardened result (id=6496) has no linked specimen
DS3-778,NO_SPECIMEN,Hardened result (id=6497) has no linked specimen
DS3-779,NO_SPECIMEN,Hardened result (id=6498) has no linked specimen
DS3-780,NO_SPECIMEN,Hardened result (id=6499) has no linked specimen
DS3-781,NO_SPECIMEN,Hardened result (id=6500) has no linked specimen
DS3-782,NO_SPECIMEN,Hardened result (id=6501) has no linked specimen
DS3-783,NO_SPECIMEN,Hardened result (id=6502) has no linked specimen
DS3-784,NO_SPECIMEN,Hardened result (id=6503) has no linked specimen
DS3-785,NO_SPECIMEN,Hardened result (id=6504) has no linked specimen
DS3-786,NO_SPECIMEN,Hardened result (id=6505) has no linked specimen
DS3-787,NO_SPECIMEN,Hardened result (id=6506) has no linked specimen
DS3-788,NO_SPECIMEN,Hardened result (id=6507) has no linked specimen
DS3-789,NO_SPECIMEN,Hardened result (id=6508) has no linked specimen
DS3-790,NO_SPECIMEN,Hardened result (id=6509) has no linked specimen
DS3-791,NO_SPECIMEN,Hardened result (id=6510) has no linked specimen
DS3-792,NO_SPECIMEN,Hardened result (id=6511) has no linked specimen
DS3-793,NO_SPECIMEN,Hardened result (id=6512) has no linked specimen
DS3-794,NO_SPECIMEN,Hardened result (id=6513) has no linked specimen
DS3-795,NO_SPECIMEN,Hardened result (id=6514) has no linked specimen
DS3-796,NO_SPECIMEN,Hardened result (id=6515) has no linked specimen
DS3-797,NO_SPECIMEN,Hardened result (id=6516) has no linked specimen
DS3-798,NO_SPECIMEN,Hardened result (id=6517) has no linked specimen
DS3-799,NO_SPECIMEN,Hardened result (id=6518) has no linked specimen
DS3-800,NO_SPECIMEN,Hardened result (id=6519) has no linked specimen
DS3-801,NO_SPECIMEN,Hardened result (id=6520) has no linked specimen
DS3-802,NO_SPECIMEN,Hardened result (id=6521) has no linked specimen
DS3-803,NO_SPECIMEN,Hardened result (id=6522) has no linked specimen
DS3-804,NO_SPECIMEN,Hardened result (id=6523) has no linked specimen
DS3-805,NO_SPECIMEN,Hardened result (id=6524) has no linked specimen
DS3-806,NO_SPECIMEN,Hardened result (id=6525) has no linked specimen
DS3-807,NO_SPECIMEN,Hardened result (id=6526) has no linked specimen
DS3-808,NO_SPECIMEN,Hardened result (id=6527) has no linked specimen
DS3-809,NO_SPECIMEN,Hardened result (id=6528) has no linked specimen
DS3-810,NO_SPECIMEN,Hardened result (id=6529) has no linked specimen
DS3-811,NO_SPECIMEN,Hardened result (id=6530) has no linked specimen
DS3-812,NO_SPECIMEN,Hardened result (id=6531) has no linked specimen
DS3-813,NO_SPECIMEN,Hardened result (id=6532) has no linked specimen
DS3-814,NO_SPECIMEN,Hardened result (id=6533) has no linked specimen
DS3-815,NO_SPECIMEN,Hardened result (id=6534) has no linked specimen
DS3-816,NO_SPECIMEN,Hardened result (id=6535) has no linked specimen
DS3-817,NO_SPECIMEN,Hardened result (id=6536) has no linked specimen
DS3-818,NO_SPECIMEN,Hardened result (id=6537) has no linked specimen
DS3-819,NO_SPECIMEN,Hardened result (id=6538) has no linked specimen
DS3-820,NO_SPECIMEN,Hardened result (id=6539) has no linked specimen
DS3-821,NO_SPECIMEN,Hardened result (id=6540) has no linked specimen
DS3-822,NO_SPECIMEN,Hardened result (id=6541) has no linked specimen
DS3-823,NO_SPECIMEN,Hardened result (id=6542) has no linked specimen
DS3-824,NO_SPECIMEN,Hardened result (id=6543) has no linked specimen
DS3-825,NO_SPECIMEN,Hardened result (id=6544) has no linked specimen
DS3-826,NO_SPECIMEN,Hardened result (id=6545) has no linked specimen
DS3-827,NO_SPECIMEN,Hardened result (id=6546) has no linked specimen
DS3-828,NO_SPECIMEN,Hardened result (id=6547) has no linked specimen
DS3-829,NO_SPECIMEN,Hardened result (id=6548) has no linked specimen
DS3-830,NO_SPECIMEN,Hardened result (id=6549) has no linked specimen
DS3-831,NO_SPECIMEN,Hardened result (id=6550) has no linked specimen
DS3-832,NO_SPECIMEN,Hardened result (id=6551) has no linked specimen
DS3-833,NO_SPECIMEN,Hardened result (id=6552) has no linked specimen
DS3-834,NO_SPECIMEN,Hardened result (id=6553) has no linked specimen
DS3-835,NO_SPECIMEN,Hardened result (id=6554) has no linked specimen
DS3-836,NO_SPECIMEN,Hardened result (id=6555) has no linked specimen
DS3-837,NO_SPECIMEN,Hardened result (id=6556) has no linked specimen
DS3-838,NO_SPECIMEN,Hardened result (id=6557) has no linked specimen
DS3-839,NO_SPECIMEN,Hardened result (id=6558) has no linked specimen
DS3-840,NO_SPECIMEN,Hardened result (id=6559) has no linked specimen
DS3-841,NO_SPECIMEN,Hardened result (id=6560) has no linked specimen
DS3-842,NO_SPECIMEN,Hardened result (id=6561) has no linked specimen
DS3-843,NO_SPECIMEN,Hardened result (id=6562) has no linked specimen
DS3-844,NO_SPECIMEN,Hardened result (id=6563) has no linked specimen
DS3-845,NO_SPECIMEN,Hardened result (id=6564) has no linked specimen
DS3-846,NO_SPECIMEN,Hardened result (id=6565) has no linked specimen
DS3-847,NO_SPECIMEN,Hardened result (id=6566) has no linked specimen
DS3-848,NO_SPECIMEN,Hardened result (id=6567) has no linked specimen
DS3-849,NO_SPECIMEN,Hardened result (id=6568) has no linked specimen
DS3-850,NO_SPECIMEN,Hardened result (id=6569) has no linked specimen
DS3-851,NO_SPECIMEN,Hardened result (id=6570) has no linked specimen
DS3-852,NO_SPECIMEN,Hardened result (id=6571) has no linked specimen
DS3-853,NO_SPECIMEN,Hardened result (id=6572) has no linked specimen
DS3-854,NO_SPECIMEN,Hardened result (id=6573) has no linked specimen
DS3-855,NO_SPECIMEN,Hardened result (id=6574) has no linked specimen
DS3-856,NO_SPECIMEN,Hardened result (id=6575) has no linked specimen
DS3-857,NO_SPECIMEN,Hardened result (id=6576) has no linked specimen
DS3-858,NO_SPECIMEN,Hardened result (id=6577) has no linked specimen
DS3-859,NO_SPECIMEN,Hardened result (id=6578) has no linked specimen
DS3-860,NO_SPECIMEN,Hardened result (id=6579) has no linked specimen
DS3-861,NO_SPECIMEN,Hardened result (id=6580) has no linked specimen
DS3-862,NO_SPECIMEN,Hardened result (id=6581) has no linked specimen
DS3-863,NO_SPECIMEN,Hardened result (id=6582) has no linked specimen
DS3-864,NO_SPECIMEN,Hardened result (id=6583) has no linked specimen
DS3-865,NO_SPECIMEN,Hardened result (id=6584) has no linked specimen
DS3-866,NO_SPECIMEN,Hardened result (id=6585) has no linked specimen
DS3-867,NO_SPECIMEN,Hardened result (id=6586) has no linked specimen
DS3-868,NO_SPECIMEN,Hardened result (id=6587) has no linked specimen
DS3-869,NO_SPECIMEN,Hardened result (id=6588) has no linked specimen
DS3-870,NO_SPECIMEN,Hardened result (id=6589) has no linked specimen
DS3-871,NO_SPECIMEN,Hardened result (id=6590) has no linked specimen
DS3-872,NO_SPECIMEN,Hardened result (id=6591) has no linked specimen
DS3-873,NO_SPECIMEN,Hardened result (id=6592) has no linked specimen
DS3-874,NO_SPECIMEN,Hardened result (id=6593) has no linked specimen
DS3-875,NO_SPECIMEN,Hardened result (id=6594) has no linked specimen
DS3-876,NO_SPECIMEN,Hardened result (id=6595) has no linked specimen
DS3-877,NO_SPECIMEN,Hardened result (id=6596) has no linked specimen
DS3-878,NO_SPECIMEN,Hardened result (id=6597) has no linked specimen
DS3-879,NO_SPECIMEN,Hardened result (id=6598) has no linked specimen
DS3-880,NO_SPECIMEN,Hardened result (id=6599) has no linked specimen
DS3-881,NO_SPECIMEN,Hardened result (id=6600) has no linked specimen
DS3-882,NO_SPECIMEN,Hardened result (id=6601) has no linked specimen
DS3-883,NO_SPECIMEN,Hardened result (id=6602) has no linked specimen
DS3-884,NO_SPECIMEN,Hardened result (id=6603) has no linked specimen
DS3-885,NO_SPECIMEN,Hardened result (id=6604) has no linked specimen
DS3-886,NO_SPECIMEN,Hardened result (id=6605) has no linked specimen
DS3-887,NO_SPECIMEN,Hardened result (id=6606) has no linked specimen
DS3-888,NO_SPECIMEN,Hardened result (id=6607) has no linked specimen
DS3-889,NO_SPECIMEN,Hardened result (id=6608) has no linked specimen
DS3-890,NO_SPECIMEN,Hardened result (id=6609) has no linked specimen
DS3-891,NO_SPECIMEN,Hardened result (id=6610) has no linked specimen
DS3-892,NO_SPECIMEN,Hardened result (id=6611) has no linked specimen
DS3-893,NO_SPECIMEN,Hardened result (id=6612) has no linked specimen
DS3-894,NO_SPECIMEN,Hardened result (id=6613) has no linked specimen
DS3-895,NO_SPECIMEN,Hardened result (id=6614) has no linked specimen
DS3-896,NO_SPECIMEN,Hardened result (id=6615) has no linked specimen
DS3-897,NO_SPECIMEN,Hardened result (id=6616) has no linked specimen
DS3-898,NO_SPECIMEN,Hardened result (id=6617) has no linked specimen
DS3-899,NO_SPECIMEN,Hardened result (id=6618) has no linked specimen
DS3-900,NO_SPECIMEN,Hardened result (id=6619) has no linked specimen
DS3-901,NO_SPECIMEN,Hardened result (id=6620) has no linked specimen
DS3-902,NO_SPECIMEN,Hardened result (id=6621) has no linked specimen
DS3-903,NO_SPECIMEN,Hardened result (id=6622) has no linked specimen
DS3-904,NO_SPECIMEN,Hardened result (id=6623) has no linked specimen
DS3-905,NO_SPECIMEN,Hardened result (id=6624) has no linked specimen
DS3-906,NO_SPECIMEN,Hardened result (id=6625) has no linked specimen
DS3-907,NO_SPECIMEN,Hardened result (id=6626) has no linked specimen
DS3-908,NO_SPECIMEN,Hardened result (id=6627) has no linked specimen
DS3-909,NO_SPECIMEN,Hardened result (id=6628) has no linked specimen
DS3-910,NO_SPECIMEN,Hardened result (id=6629) has no linked specimen
DS3-911,NO_SPECIMEN,Hardened result (id=6630) has no linked specimen
DS3-912,NO_SPECIMEN,Hardened result (id=6631) has no linked specimen
DS3-913,NO_SPECIMEN,Hardened result (id=6632) has no linked specimen
DS3-914,NO_SPECIMEN,Hardened result (id=6633) has no linked specimen
DS3-915,NO_SPECIMEN,Hardened result (id=6634) has no linked specimen
DS3-916,NO_SPECIMEN,Hardened result (id=6635) has no linked specimen
DS3-917,NO_SPECIMEN,Hardened result (id=6636) has no linked specimen
DS3-918,NO_SPECIMEN,Hardened result (id=6637) has no linked specimen
DS3-919,NO_SPECIMEN,Hardened result (id=6638) has no linked specimen
DS3-920,NO_SPECIMEN,Hardened result (id=6639) has no linked specimen
DS3-921,NO_SPECIMEN,Hardened result (id=6640) has no linked specimen
DS3-922,NO_SPECIMEN,Hardened result (id=6641) has no linked specimen
DS3-923,NO_SPECIMEN,Hardened result (id=6642) has no linked specimen
DS3-924,NO_SPECIMEN,Hardened result (id=6643) has no linked specimen
DS3-925,NO_SPECIMEN,Hardened result (id=6644) has no linked specimen
DS3-926,NO_SPECIMEN,Hardened result (id=6645) has no linked specimen
DS3-927,NO_SPECIMEN,Hardened result (id=6646) has no linked specimen
DS3-928,NO_SPECIMEN,Hardened result (id=6647) has no linked specimen
DS3-929,NO_SPECIMEN,Hardened result (id=6648) has no linked specimen
DS3-930,NO_SPECIMEN,Hardened result (id=6649) has no linked specimen
DS3-931,NO_SPECIMEN,Hardened result (id=6650) has no linked specimen
DS3-932,NO_SPECIMEN,Hardened result (id=6651) has no linked specimen
DS3-933,NO_SPECIMEN,Hardened result (id=6652) has no linked specimen
DS3-934,NO_SPECIMEN,Hardened result (id=6653) has no linked specimen
DS3-935,NO_SPECIMEN,Hardened result (id=6654) has no linked specimen
DS3-936,NO_SPECIMEN,Hardened result (id=6655) has no linked specimen
DS3-937,NO_SPECIMEN,Hardened result (id=6656) has no linked specimen
DS3-938,NO_SPECIMEN,Hardened result (id=6657) has no linked specimen
DS3-939,NO_SPECIMEN,Hardened result (id=6658) has no linked specimen
DS3-940,NO_SPECIMEN,Hardened result (id=6659) has no linked specimen
DS3-941,NO_SPECIMEN,Hardened result (id=6660) has no linked specimen
DS3-942,NO_SPECIMEN,Hardened result (id=6661) has no linked specimen
DS3-943,NO_SPECIMEN,Hardened result (id=6662) has no linked specimen
DS3-944,NO_SPECIMEN,Hardened result (id=6663) has no linked specimen
DS3-945,NO_SPECIMEN,Hardened result (id=6664) has no linked specimen
DS3-946,NO_SPECIMEN,Hardened result (id=6665) has no linked specimen
DS3-947,NO_SPECIMEN,Hardened result (id=6666) has no linked specimen
DS3-948,NO_SPECIMEN,Hardened result (id=6667) has no linked specimen
DS3-949,NO_SPECIMEN,Hardened result (id=6668) has no linked specimen
DS3-950,NO_SPECIMEN,Hardened result (id=6669) has no linked specimen
DS3-951,NO_SPECIMEN,Hardened result (id=6670) has no linked specimen
DS3-952,NO_SPECIMEN,Hardened result (id=6671) has no linked specimen
DS3-953,NO_SPECIMEN,Hardened result (id=6672) has no linked specimen
DS3-954,NO_SPECIMEN,Hardened result (id=6673) has no linked specimen
DS3-955,NO_SPECIMEN,Hardened result (id=6674) has no linked specimen
DS3-956,NO_SPECIMEN,Hardened result (id=6675) has no linked specimen
DS3-957,NO_SPECIMEN,Hardened result (id=6676) has no linked specimen
DS3-958,NO_SPECIMEN,Hardened result (id=6677) has no linked specimen
DS3-959,NO_SPECIMEN,Hardened result (id=6678) has no linked specimen
DS3-960,NO_SPECIMEN,Hardened result (id=6679) has no linked specimen
DS3-961,NO_SPECIMEN,Hardened result (id=6680) has no linked specimen
DS3-962,NO_SPECIMEN,Hardened result (id=6681) has no linked specimen
DS3-963,NO_SPECIMEN,Hardened result (id=6682) has no linked specimen
DS3-964,NO_SPECIMEN,Hardened result (id=6683) has no linked specimen
DS3-965,NO_SPECIMEN,Hardened result (id=6684) has no linked specimen
DS3-966,NO_SPECIMEN,Hardened result (id=6685) has no linked specimen
DS3-967,NO_SPECIMEN,Hardened result (id=6686) has no linked specimen
DS3-968,NO_SPECIMEN,Hardened result (id=6687) has no linked specimen
DS3-969,NO_SPECIMEN,Hardened result (id=6688) has no linked specimen
DS3-970,NO_SPECIMEN,Hardened result (id=6689) has no linked specimen
DS3-971,NO_SPECIMEN,Hardened result (id=6690) has no linked specimen
DS3-972,NO_SPECIMEN,Hardened result (id=6691) has no linked specimen
DS3-973,NO_SPECIMEN,Hardened result (id=6692) has no linked specimen
DS3-974,NO_SPECIMEN,Hardened result (id=6693) has no linked specimen
DS3-975,NO_SPECIMEN,Hardened result (id=6694) has no linked specimen
DS3-976,NO_SPECIMEN,Hardened result (id=6695) has no linked specimen
DS3-977,NO_SPECIMEN,Hardened result (id=6696) has no linked specimen
DS3-978,NO_SPECIMEN,Hardened result (id=6697) has no linked specimen
DS3-979,NO_SPECIMEN,Hardened result (id=6698) has no linked specimen
DS3-980,NO_SPECIMEN,Hardened result (id=6699) has no linked specimen
DS3-981,NO_SPECIMEN,Hardened result (id=6700) has no linked specimen
DS3-982,NO_SPECIMEN,Hardened result (id=6701) has no linked specimen
DS3-983,NO_SPECIMEN,Hardened result (id=6702) has no linked specimen
DS3-984,NO_SPECIMEN,Hardened result (id=6703) has no linked specimen
DS3-985,NO_SPECIMEN,Hardened result (id=6704) has no linked specimen
DS3-986,NO_SPECIMEN,Hardened result (id=6705) has no linked specimen
DS3-987,NO_SPECIMEN,Hardened result (id=6706) has no linked specimen
DS3-988,NO_SPECIMEN,Hardened result (id=6707) has no linked specimen
DS3-989,NO_SPECIMEN,Hardened result (id=6708) has no linked specimen
DS3-990,NO_SPECIMEN,Hardened result (id=6709) has no linked specimen
DS3-991,NO_SPECIMEN,Hardened result (id=6710) has no linked specimen
DS3-992,NO_SPECIMEN,Hardened result (id=6711) has no linked specimen
DS3-993,NO_SPECIMEN,Hardened result (id=6712) has no linked specimen
DS3-994,NO_SPECIMEN,Hardened result (id=6713) has no linked specimen
DS3-995,NO_SPECIMEN,Hardened result (id=6714) has no linked specimen
DS3-996,NO_SPECIMEN,Hardened result (id=6715) has no linked specimen
DS3-997,NO_SPECIMEN,Hardened result (id=6716) has no linked specimen
DS3-998,NO_SPECIMEN,Hardened result (id=6717) has no linked specimen
DS3-999,NO_SPECIMEN,Hardened result (id=6718) has no linked specimen
DS3-1000,NO_SPECIMEN,Hardened result (id=6719) has no linked specimen
DS3-1001,NO_SPECIMEN,Hardened result (id=6720) has no linked specimen
DS3-1002,NO_SPECIMEN,Hardened result (id=6721) has no linked specimen
DS3-1003,NO_SPECIMEN,Hardened result (id=6722) has no linked specimen
DS3-1004,NO_SPECIMEN,Hardened result (id=6723) has no linked specimen
DS3-1005,NO_SPECIMEN,Hardened result (id=6724) has no linked specimen
DS3-1006,NO_SPECIMEN,Hardened result (id=6725) has no linked specimen
DS3-1007,NO_SPECIMEN,Hardened result (id=6726) has no linked specimen
DS3-1008,NO_SPECIMEN,Hardened result (id=6727) has no linked specimen
DS3-1009,NO_SPECIMEN,Hardened result (id=6728) has no linked specimen
DS3-1010,NO_SPECIMEN,Hardened result (id=6729) has no linked specimen
DS3-1011,NO_SPECIMEN,Hardened result (id=6730) has no linked specimen
DS3-1012,NO_SPECIMEN,Hardened result (id=6731) has no linked specimen
DS3-1013,NO_SPECIMEN,Hardened result (id=6732) has no linked specimen
DS3-1014,NO_SPECIMEN,Hardened result (id=6733) has no linked specimen
DS3-1015,NO_SPECIMEN,Hardened result (id=6734) has no linked specimen
DS3-1016,NO_SPECIMEN,Hardened result (id=6735) has no linked specimen
DS3-1017,NO_SPECIMEN,Hardened result (id=6736) has no linked specimen
DS3-1018,NO_SPECIMEN,Hardened result (id=6737) has no linked specimen
DS3-1019,NO_SPECIMEN,Hardened result (id=6738) has no linked specimen
DS3-1020,NO_SPECIMEN,Hardened result (id=6739) has no linked specimen
DS3-1021,NO_SPECIMEN,Hardened result (id=6740) has no linked specimen
DS3-1022,NO_SPECIMEN,Hardened result (id=6741) has no linked specimen
DS3-1023,NO_SPECIMEN,Hardened result (id=6742) has no linked specimen
DS3-1024,NO_SPECIMEN,Hardened result (id=6743) has no linked specimen
DS3-1025,NO_SPECIMEN,Hardened result (id=6744) has no linked specimen
DS3-1026,NO_SPECIMEN,Hardened result (id=6745) has no linked specimen
DS3-1027,NO_SPECIMEN,Hardened result (id=6746) has no linked specimen
DS3-1028,NO_SPECIMEN,Hardened result (id=6747) has no linked specimen
DS3-1029,NO_SPECIMEN,Hardened result (id=6748) has no linked specimen
DS3-1030,NO_SPECIMEN,Hardened result (id=6749) has no linked specimen
DS3-1031,NO_SPECIMEN,Hardened result (id=6750) has no linked specimen
DS3-1032,NO_SPECIMEN,Hardened result (id=6751) has no linked specimen
DS3-1033,NO_SPECIMEN,Hardened result (id=6752) has no linked specimen
DS3-1034,NO_SPECIMEN,Hardened result (id=6753) has no linked specimen
DS3-1035,NO_SPECIMEN,Hardened result (id=6754) has no linked specimen
DS3-1036,NO_SPECIMEN,Hardened result (id=6755) has no linked specimen
DS3-1037,NO_SPECIMEN,Hardened result (id=6756) has no linked specimen
DS3-1038,NO_SPECIMEN,Hardened result (id=6757) has no linked specimen
DS3-1039,NO_SPECIMEN,Hardened result (id=6758) has no linked specimen
DS3-1040,NO_SPECIMEN,Hardened result (id=6759) has no linked specimen
DS3-1041,NO_SPECIMEN,Hardened result (id=6760) has no linked specimen
DS3-1042,NO_SPECIMEN,Hardened result (id=6761) has no linked specimen
DS3-1043,NO_SPECIMEN,Hardened result (id=6762) has no linked specimen
DS3-1044,NO_SPECIMEN,Hardened result (id=6763) has no linked specimen
DS3-1045,NO_SPECIMEN,Hardened result (id=6764) has no linked specimen
DS3-1046,NO_SPECIMEN,Hardened result (id=6765) has no linked specimen
DS3-1047,NO_SPECIMEN,Hardened result (id=6766) has no linked specimen
DS3-1048,NO_SPECIMEN,Hardened result (id=6767) has no linked specimen
DS3-1049,NO_SPECIMEN,Hardened result (id=6768) has no linked specimen
DS3-1050,NO_SPECIMEN,Hardened result (id=6769) has no linked specimen
DS3-1051,NO_SPECIMEN,Hardened result (id=6770) has no linked specimen
DS3-1052,NO_SPECIMEN,Hardened result (id=6771) has no linked specimen
DS3-1053,NO_SPECIMEN,Hardened result (id=6772) has no linked specimen
DS3-1054,NO_SPECIMEN,Hardened result (id=6773) has no linked specimen
DS3-1055,NO_SPECIMEN,Hardened result (id=6774) has no linked specimen
DS3-1056,NO_SPECIMEN,Hardened result (id=6775) has no linked specimen
DS3-1057,NO_SPECIMEN,Hardened result (id=6776) has no linked specimen
DS3-1058,NO_SPECIMEN,Hardened result (id=6777) has no linked specimen
DS3-1059,NO_SPECIMEN,Hardened result (id=6778) has no linked specimen
DS3-1060,NO_SPECIMEN,Hardened result (id=6779) has no linked specimen
DS3-1061,NO_SPECIMEN,Hardened result (id=6780) has no linked specimen
DS3-1062,NO_SPECIMEN,Hardened result (id=6781) has no linked specimen
DS3-1063,NO_SPECIMEN,Hardened result (id=6782) has no linked specimen
DS3-1064,NO_SPECIMEN,Hardened result (id=6783) has no linked specimen
DS3-1065,NO_SPECIMEN,Hardened result (id=6784) has no linked specimen
DS3-1066,NO_SPECIMEN,Hardened result (id=6785) has no linked specimen
DS3-1067,NO_SPECIMEN,Hardened result (id=6786) has no linked specimen
DS3-1068,NO_SPECIMEN,Hardened result (id=6787) has no linked specimen
DS3-1069,NO_SPECIMEN,Hardened result (id=6788) has no linked specimen
DS3-1070,NO_SPECIMEN,Hardened result (id=6789) has no linked specimen
DS3-1071,NO_SPECIMEN,Hardened result (id=6790) has no linked specimen
DS3-1072,NO_SPECIMEN,Hardened result (id=6791) has no linked specimen
DS3-1073,NO_SPECIMEN,Hardened result (id=6792) has no linked specimen
DS3-1074,NO_SPECIMEN,Hardened result (id=6793) has no linked specimen
DS3-1075,NO_SPECIMEN,Hardened result (id=6794) has no linked specimen
DS3-1076,NO_SPECIMEN,Hardened result (id=6795) has no linked specimen
DS3-1077,NO_SPECIMEN,Hardened result (id=6796) has no linked specimen
DS3-1078,NO_SPECIMEN,Hardened result (id=6797) has no linked specimen
DS3-1079,NO_SPECIMEN,Hardened result (id=6798) has no linked specimen
DS3-1080,NO_SPECIMEN,Hardened result (id=6799) has no linked specimen
DS3-1081,NO_SPECIMEN,Hardened result (id=6800) has no linked specimen
DS3-1082,NO_SPECIMEN,Hardened result (id=6801) has no linked specimen
DS3-1083,NO_SPECIMEN,Hardened result (id=6802) has no linked specimen
DS3-1084,NO_SPECIMEN,Hardened result (id=6803) has no linked specimen
DS3-1085,NO_SPECIMEN,Hardened result (id=6804) has no linked specimen
DS3-1086,NO_SPECIMEN,Hardened result (id=6805) has no linked specimen
DS3-1087,NO_SPECIMEN,Hardened result (id=6806) has no linked specimen
DS3-1088,NO_SPECIMEN,Hardened result (id=6807) has no linked specimen
DS3-1089,NO_SPECIMEN,Hardened result (id=6808) has no linked specimen
DS3-1090,NO_SPECIMEN,Hardened result (id=6809) has no linked specimen
DS3-1091,NO_SPECIMEN,Hardened result (id=6810) has no linked specimen
DS3-1092,NO_SPECIMEN,Hardened result (id=6811) has no linked specimen
DS3-1093,NO_SPECIMEN,Hardened result (id=6812) has no linked specimen
DS3-1094,NO_SPECIMEN,Hardened result (id=6813) has no linked specimen
DS3-1095,NO_SPECIMEN,Hardened result (id=6814) has no linked specimen
DS3-1096,NO_SPECIMEN,Hardened result (id=6815) has no linked specimen
DS3-1097,NO_SPECIMEN,Hardened result (id=6816) has no linked specimen
DS3-1098,NO_SPECIMEN,Hardened result (id=6817) has no linked specimen
DS3-1099,NO_SPECIMEN,Hardened result (id=6818) has no linked specimen
DS3-1100,NO_SPECIMEN,Hardened result (id=6819) has no linked specimen
DS3-1101,NO_SPECIMEN,Hardened result (id=6820) has no linked specimen
DS3-1102,NO_SPECIMEN,Hardened result (id=6821) has no linked specimen
DS3-1103,NO_SPECIMEN,Hardened result (id=6822) has no linked specimen
DS3-1104,NO_SPECIMEN,Hardened result (id=6823) has no linked specimen
DS3-1105,NO_SPECIMEN,Hardened result (id=6824) has no linked specimen
DS3-1106,NO_SPECIMEN,Hardened result (id=6825) has no linked specimen
DS3-1107,NO_SPECIMEN,Hardened result (id=6826) has no linked specimen
DS3-1108,NO_SPECIMEN,Hardened result (id=6827) has no linked specimen
DS3-1109,NO_SPECIMEN,Hardened result (id=6828) has no linked specimen
DS3-1110,NO_SPECIMEN,Hardened result (id=6829) has no linked specimen
DS3-1111,NO_SPECIMEN,Hardened result (id=6830) has no linked specimen
DS3-1112,NO_SPECIMEN,Hardened result (id=6831) has no linked specimen
DS3-1113,NO_SPECIMEN,Hardened result (id=6832) has no linked specimen
DS3-1114,NO_SPECIMEN,Hardened result (id=6833) has no linked specimen
DS3-1115,NO_SPECIMEN,Hardened result (id=6834) has no linked specimen
DS3-1116,NO_SPECIMEN,Hardened result (id=6835) has no linked specimen
DS3-1117,NO_SPECIMEN,Hardened result (id=6836) has no linked specimen
DS3-1118,NO_SPECIMEN,Hardened result (id=6837) has no linked specimen
DS3-1119,NO_SPECIMEN,Hardened result (id=6838) has no linked specimen
DS3-1120,NO_SPECIMEN,Hardened result (id=6839) has no linked specimen
DS3-1121,NO_SPECIMEN,Hardened result (id=6840) has no linked specimen
DS3-1122,NO_SPECIMEN,Hardened result (id=6841) has no linked specimen
DS3-1123,NO_SPECIMEN,Hardened result (id=6842) has no linked specimen
DS3-1124,NO_SPECIMEN,Hardened result (id=6843) has no linked specimen
DS3-1125,NO_SPECIMEN,Hardened result (id=6844) has no linked specimen
DS3-1126,NO_SPECIMEN,Hardened result (id=6845) has no linked specimen
DS3-1127,NO_SPECIMEN,Hardened result (id=6846) has no linked specimen
DS3-1128,NO_SPECIMEN,Hardened result (id=6847) has no linked specimen
DS3-1129,NO_SPECIMEN,Hardened result (id=6848) has no linked specimen
DS3-1130,NO_SPECIMEN,Hardened result (id=6849) has no linked specimen
DS3-1131,NO_SPECIMEN,Hardened result (id=6850) has no linked specimen
DS3-1132,NO_SPECIMEN,Hardened result (id=6851) has no linked specimen
DS3-1133,NO_SPECIMEN,Hardened result (id=6852) has no linked specimen
DS3-1134,NO_SPECIMEN,Hardened result (id=6853) has no linked specimen
DS3-1135,NO_SPECIMEN,Hardened result (id=6854) has no linked specimen
DS3-1136,NO_SPECIMEN,Hardened result (id=6855) has no linked specimen
DS3-1137,NO_SPECIMEN,Hardened result (id=6856) has no linked specimen
DS3-1138,NO_SPECIMEN,Hardened result (id=6857) has no linked specimen
DS3-1139,NO_SPECIMEN,Hardened result (id=6858) has no linked specimen
DS3-1140,NO_SPECIMEN,Hardened result (id=6859) has no linked specimen
DS3-1141,NO_SPECIMEN,Hardened result (id=6860) has no linked specimen
DS3-1142,NO_SPECIMEN,Hardened result (id=6861) has no linked specimen
DS3-1143,NO_SPECIMEN,Hardened result (id=6862) has no linked specimen
DS3-1144,NO_SPECIMEN,Hardened result (id=6863) has no linked specimen
DS3-1145,NO_SPECIMEN,Hardened result (id=6864) has no linked specimen
DS3-1146,NO_SPECIMEN,Hardened result (id=6865) has no linked specimen
DS3-1147,NO_SPECIMEN,Hardened result (id=6866) has no linked specimen
DS3-1148,NO_SPECIMEN,Hardened result (id=6867) has no linked specimen
DS3-1149,NO_SPECIMEN,Hardened result (id=6868) has no linked specimen
DS3-1150,NO_SPECIMEN,Hardened result (id=6869) has no linked specimen
DS3-1151,NO_SPECIMEN,Hardened result (id=6870) has no linked specimen
DS3-1152,NO_SPECIMEN,Hardened result (id=6871) has no linked specimen
DS3-1153,NO_SPECIMEN,Hardened result (id=6872) has no linked specimen
DS3-1154,NO_SPECIMEN,Hardened result (id=6873) has no linked specimen
DS3-1155,NO_SPECIMEN,Hardened result (id=6874) has no linked specimen
DS3-1156,NO_SPECIMEN,Hardened result (id=6875) has no linked specimen
DS3-1157,NO_SPECIMEN,Hardened result (id=6876) has no linked specimen
DS3-1158,NO_SPECIMEN,Hardened result (id=6877) has no linked specimen
DS3-1159,NO_SPECIMEN,Hardened result (id=6878) has no linked specimen
DS3-1160,NO_SPECIMEN,Hardened result (id=6879) has no linked specimen
