mix_id,w_c_ratio,w_b_ratio,k_flag,wb_k_reported
13205,,0.624,TRUE,0.57
13204,,0.624,TRUE,0.57
13203,,0.624,TRUE,0.57
12819,,0.623,TRUE,0.55
924,1.39,0.623,FALSE,
13479,,0.623,TRUE,0.55
896,1.39,0.623,FALSE,
12545,,0.622,TRUE,0.55
12668,,0.622,TRUE,0.62
12561,,0.622,TRUE,0.55
12541,,0.622,TRUE,0.55
12542,,0.622,TRUE,0.55
12543,,0.622,TRUE,0.55
12544,,0.622,TRUE,0.55
12546,,0.622,TRUE,0.55
12562,,0.622,TRUE,0.55
987,1.39,0.622,FALSE,
959,1.39,0.622,FALSE,
5414,,0.621,FALSE,
5447,,0.621,FALSE,
5446,,0.621,FALSE,
5415,,0.621,FALSE,
5466,,0.621,FALSE,
5465,,0.621,FALSE,
820,0.62,0.62,FALSE,
5062,,0.62,FALSE,
23518,,0.62,FALSE,
728,0.62,0.62,FALSE,
729,0.62,0.62,FALSE,
23507,,0.62,FALSE,
5057,,0.62,FALSE,
5326,,0.62,FALSE,
23519,,0.62,FALSE,
23520,,0.62,FALSE,
13578,,0.62,TRUE,0.92
727,0.62,0.62,FALSE,
23392,,0.62,FALSE,
5060,,0.62,FALSE,
5064,,0.62,FALSE,
5065,,0.62,FALSE,
5066,,0.62,FALSE,
5067,,0.62,FALSE,
5068,,0.62,FALSE,
5069,,0.62,FALSE,
5071,,0.62,FALSE,
5072,,0.62,FALSE,
23516,,0.62,FALSE,
23527,,0.62,FALSE,
8036,0.62,0.62,FALSE,
5073,,0.62,FALSE,
816,0.62,0.62,FALSE,
817,0.62,0.62,FALSE,
818,0.62,0.62,FALSE,
819,0.62,0.62,FALSE,
5074,,0.62,FALSE,
5351,,0.62,FALSE,
5077,,0.62,FALSE,
5078,,0.62,FALSE,
5079,,0.62,FALSE,
5080,,0.62,FALSE,
5083,,0.62,FALSE,
5085,,0.62,FALSE,
23391,,0.62,FALSE,
730,0.62,0.62,FALSE,
731,0.62,0.62,FALSE,
5087,,0.62,FALSE,
5088,,0.62,FALSE,
5090,,0.62,FALSE,
5089,,0.62,FALSE,
5091,,0.62,FALSE,
5092,,0.62,FALSE,
5093,,0.62,FALSE,
8035,0.62,0.62,FALSE,
5094,,0.62,FALSE,
23515,,0.62,FALSE,
5095,,0.62,FALSE,
5096,,0.62,FALSE,
5097,,0.62,FALSE,
5098,,0.62,FALSE,
5099,,0.62,FALSE,
5100,,0.62,FALSE,
5076,,0.62,FALSE,
5075,,0.62,FALSE,
5101,,0.62,FALSE,
5102,,0.62,FALSE,
8034,0.62,0.62,FALSE,
68,0.62,0.62,FALSE,
5070,,0.62,FALSE,
23517,,0.62,FALSE,
12511,,0.619,TRUE,0.59
879,1.04,0.618,FALSE,
942,1.04,0.617,FALSE,
13239,,0.617,TRUE,0.57
13480,,0.615,TRUE,0.55
13573,,0.613,TRUE,0.65
13481,,0.613,TRUE,0.55
13566,,0.613,TRUE,0.61
13123,,0.613,TRUE,0.59
12626,,0.611,TRUE,0.61
12740,,0.611,TRUE,0.61
12692,,0.611,TRUE,0.61
4386,,0.611,FALSE,
4516,,0.611,FALSE,
4526,,0.611,FALSE,
12599,,0.611,TRUE,0.61
4521,,0.611,FALSE,
4511,,0.611,FALSE,
4506,,0.611,FALSE,
4370,,0.611,FALSE,
4501,,0.611,FALSE,
12656,,0.611,TRUE,0.61
4402,,0.611,FALSE,
12731,,0.611,TRUE,0.61
12752,,0.611,TRUE,0.61
12813,,0.611,TRUE,0.54
12572,,0.611,TRUE,0.61
12811,,0.611,TRUE,0.54
8030,0.61,0.61,FALSE,
5408,,0.61,FALSE,
5432,,0.61,FALSE,
5348,,0.61,FALSE,
23409,,0.61,FALSE,
642,0.61,0.61,FALSE,
5436,,0.61,FALSE,
641,0.61,0.61,FALSE,
5440,,0.61,FALSE,
13506,,0.61,TRUE,0.54
5323,,0.61,FALSE,
5459,,0.61,FALSE,
8033,0.61,0.61,FALSE,
23385,,0.61,FALSE,
8031,0.61,0.61,FALSE,
8032,0.61,0.61,FALSE,
13482,,0.609,TRUE,0.55
13483,,0.604,TRUE,0.55
199,0.85,0.603,FALSE,
198,0.85,0.603,FALSE,
196,0.85,0.603,FALSE,
197,0.85,0.603,FALSE,
195,0.85,0.603,FALSE,
13594,,0.603,TRUE,0.81
13585,,0.602,TRUE,0.64
13576,,0.602,TRUE,0.68
13579,,0.602,TRUE,0.64
13145,,0.602,TRUE,0.53
13582,,0.602,TRUE,0.68
13484,,0.602,TRUE,0.55
12991,,0.601,TRUE,0.6
12908,,0.601,TRUE,0.6
12587,,0.6,TRUE,0.6
12713,,0.6,TRUE,0.6
12584,,0.6,TRUE,0.6
5767,,0.6,FALSE,
12581,,0.6,TRUE,0.6
5762,,0.6,FALSE,
8024,0.6,0.6,FALSE,
8025,0.6,0.6,FALSE,
8026,0.6,0.6,FALSE,
8027,0.6,0.6,FALSE,
8028,0.6,0.6,FALSE,
8029,0.6,0.6,FALSE,
8013,0.6,0.6,FALSE,
8014,0.6,0.6,FALSE,
8015,0.6,0.6,FALSE,
8017,0.6,0.6,FALSE,
8018,0.6,0.6,FALSE,
8019,0.6,0.6,FALSE,
8020,0.6,0.6,FALSE,
8021,0.6,0.6,FALSE,
8022,0.6,0.6,FALSE,
8023,0.6,0.6,FALSE,
12439,,0.6,TRUE,0.6
13697,,0.6,TRUE,0.6
13661,,0.6,TRUE,0.64
13662,,0.6,TRUE,0.76
12796,,0.6,TRUE,0.6
13698,,0.6,TRUE,0.6
13699,,0.6,TRUE,0.6
13666,,0.6,TRUE,0.64
13781,,0.6,TRUE,0.6
13229,,0.6,TRUE,0.53
13667,,0.6,TRUE,0.76
974,1.34,0.6,FALSE,
12535,,0.6,TRUE,0.6
12533,,0.6,TRUE,0.6
13668,,0.6,TRUE,0.64
13665,,0.6,TRUE,0.6
13669,,0.6,TRUE,0.76
12931,,0.6,TRUE,0.6
12438,,0.6,TRUE,0.6
19,1.2,0.6,FALSE,
20,0.75,0.6,FALSE,
21,0.6,0.6,FALSE,
23,0.67,0.6,FALSE,
12437,,0.6,TRUE,0.6
12665,,0.6,TRUE,0.6
13659,,0.6,TRUE,0.64
13660,,0.6,TRUE,0.76
12470,,0.6,TRUE,0.6
12471,,0.6,TRUE,0.6
12662,,0.6,TRUE,0.6
12659,,0.6,TRUE,0.6
12749,,0.6,TRUE,0.6
12435,,0.6,TRUE,0.6
13404,,0.6,TRUE,0.6
12433,,0.6,TRUE,0.6
13422,,0.6,TRUE,0.6
12922,,0.6,TRUE,0.6
12674,,0.6,TRUE,0.6
30,0.6,0.6,FALSE,
31,0.6,0.6,FALSE,
33,0.67,0.6,FALSE,
13118,,0.6,TRUE,0.6
12997,,0.6,TRUE,0.6
12999,,0.6,TRUE,0.6
12906,,0.6,TRUE,0.6
12903,,0.6,TRUE,0.6
12900,,0.6,TRUE,0.6
12710,,0.6,TRUE,0.6
12915,,0.6,TRUE,0.6
12788,,0.6,TRUE,0.6
12716,,0.6,TRUE,0.6
12719,,0.6,TRUE,0.6
13045,,0.6,TRUE,0.6
12743,,0.6,TRUE,0.6
13310,,0.6,TRUE,0.6
13051,,0.6,TRUE,0.6
12722,,0.6,TRUE,0.6
13057,,0.6,TRUE,0.6
12704,,0.6,TRUE,0.6
12569,,0.6,TRUE,0.6
12652,,0.6,TRUE,0.6
12650,,0.6,TRUE,0.6
12474,,0.6,TRUE,0.6
12647,,0.6,TRUE,0.6
12644,,0.6,TRUE,0.6
12475,,0.6,TRUE,0.6
36,0.75,0.6,FALSE,
37,0.86,0.6,FALSE,
13246,,0.6,TRUE,0.53
12476,,0.6,TRUE,0.6
12707,,0.6,TRUE,0.6
40,1.2,0.6,FALSE,
12477,,0.6,TRUE,0.6
12478,,0.6,TRUE,0.6
12479,,0.6,TRUE,0.6
12725,,0.6,TRUE,0.6
12727,,0.6,TRUE,0.6
12611,,0.6,TRUE,0.6
12629,,0.6,TRUE,0.6
12482,,0.6,TRUE,0.6
12431,,0.6,TRUE,0.6
12484,,0.6,TRUE,0.6
12485,,0.6,TRUE,0.6
12804,,0.6,TRUE,0.6
12530,,0.6,TRUE,0.6
12641,,0.6,TRUE,0.6
12638,,0.6,TRUE,0.6
12635,,0.6,TRUE,0.6
12632,,0.6,TRUE,0.6
12529,,0.6,TRUE,0.6
46,0.67,0.6,FALSE,
49,0.6,0.6,FALSE,
12734,,0.6,TRUE,0.6
12677,,0.6,TRUE,0.6
12680,,0.6,TRUE,0.6
13115,,0.6,TRUE,0.6
13114,,0.6,TRUE,0.6
12671,,0.6,TRUE,0.6
12623,,0.6,TRUE,0.6
12683,,0.6,TRUE,0.6
11,0.86,0.6,FALSE,
13077,,0.6,TRUE,0.6
12736,,0.6,TRUE,0.6
12861,,0.6,TRUE,0.6
14,0.86,0.6,FALSE,
12686,,0.6,TRUE,0.6
12688,,0.6,TRUE,0.6
12745,,0.6,TRUE,0.6
12695,,0.6,TRUE,0.6
12697,,0.6,TRUE,0.6
13245,,0.6,TRUE,0.56
12620,,0.6,TRUE,0.6
12617,,0.6,TRUE,0.6
12575,,0.6,TRUE,0.6
12614,,0.6,TRUE,0.6
12985,,0.6,TRUE,0.6
957,1.17,0.6,FALSE,
57,1.2,0.6,FALSE,
59,0.75,0.6,FALSE,
64,0.75,0.6,FALSE,
13309,,0.6,TRUE,0.6
13150,,0.6,TRUE,0.53
12608,,0.6,TRUE,0.6
12701,,0.6,TRUE,0.6
12768,,0.6,TRUE,0.6
12605,,0.6,TRUE,0.6
12602,,0.6,TRUE,0.6
13228,,0.6,TRUE,0.56
12596,,0.6,TRUE,0.6
66,0.75,0.6,FALSE,
67,0.86,0.6,FALSE,
69,1.2,0.6,FALSE,
70,0.86,0.6,FALSE,
71,0.67,0.6,FALSE,
74,1.2,0.6,FALSE,
12593,,0.6,TRUE,0.6
12802,,0.6,TRUE,0.6
12590,,0.6,TRUE,0.6
12578,,0.6,TRUE,0.6
8004,0.6,0.6,FALSE,
8005,0.6,0.6,FALSE,
8006,0.6,0.6,FALSE,
8007,0.6,0.6,FALSE,
8008,0.6,0.6,FALSE,
8009,0.6,0.6,FALSE,
8010,0.6,0.6,FALSE,
8011,0.6,0.6,FALSE,
8012,0.6,0.6,FALSE,
12940,,0.6,TRUE,0.6
601,1,0.6,FALSE,
13507,,0.6,TRUE,0.53
13505,,0.6,TRUE,0.53
12473,,0.6,TRUE,0.6
594,1,0.6,FALSE,
12472,,0.6,TRUE,0.6
13074,,0.6,TRUE,0.6
8016,0.6,0.6,FALSE,
894,1.16,0.6,FALSE,
12971,,0.6,TRUE,0.6
13658,,0.6,TRUE,0.6
12798,,0.6,TRUE,0.6
12755,,0.6,TRUE,0.6
12994,,0.599,TRUE,0.6
13589,,0.599,TRUE,0.79
4401,,0.598,FALSE,
4369,,0.598,FALSE,
911,1.33,0.598,FALSE,
4385,,0.598,FALSE,
13494,,0.597,TRUE,0.53
5800,,0.597,FALSE,
5797,,0.597,FALSE,
193,0.85,0.593,FALSE,
194,0.85,0.593,FALSE,
191,0.85,0.593,FALSE,
192,0.85,0.593,FALSE,
190,0.85,0.593,FALSE,
12510,,0.591,TRUE,0.56
5280,,0.59,FALSE,
5300,,0.59,FALSE,
5301,,0.59,FALSE,
5317,,0.59,FALSE,
13583,,0.59,TRUE,0.78
5318,,0.59,FALSE,
8002,0.59,0.59,FALSE,
8003,0.59,0.59,FALSE,
5281,,0.59,FALSE,
5115,,0.59,FALSE,
13509,,0.59,TRUE,0.52
13468,,0.589,TRUE,0.5
13194,,0.588,TRUE,0.55
13467,,0.588,TRUE,0.5
13193,,0.588,TRUE,0.55
13195,,0.588,TRUE,0.55
4400,,0.587,FALSE,
4384,,0.587,FALSE,
4368,,0.587,FALSE,
12867,,0.586,TRUE,0.59
13113,,0.586,TRUE,0.59
12840,,0.586,TRUE,0.59
13101,,0.586,TRUE,0.59
12846,,0.586,TRUE,0.59
13083,,0.586,TRUE,0.59
12828,,0.586,TRUE,0.59
13402,,0.586,TRUE,0.61
12858,,0.586,TRUE,0.59
12897,,0.586,TRUE,0.59
13095,,0.586,TRUE,0.59
12885,,0.586,TRUE,0.59
12879,,0.586,TRUE,0.59
523,1.02,0.582,FALSE,
524,1.02,0.582,FALSE,
521,1.02,0.582,FALSE,
522,1.02,0.582,FALSE,
5460,,0.581,FALSE,
5473,,0.581,FALSE,
13160,,0.581,TRUE,0.58
5441,,0.581,FALSE,
5467,,0.581,FALSE,
5422,,0.581,FALSE,
5454,,0.581,FALSE,
5437,,0.581,FALSE,
5423,,0.581,FALSE,
5416,,0.581,FALSE,
5448,,0.581,FALSE,
5433,,0.581,FALSE,
12955,,0.581,TRUE,0.58
5472,,0.581,FALSE,
5453,,0.581,FALSE,
5409,,0.581,FALSE,
679,0.96,0.58,FALSE,
17,0.97,0.58,FALSE,
732,0.58,0.58,FALSE,
5310,,0.58,FALSE,
790,0.58,0.58,FALSE,
553,0.58,0.58,FALSE,
791,0.58,0.58,FALSE,
5291,,0.58,FALSE,
792,0.58,0.58,FALSE,
793,0.58,0.58,FALSE,
23833,,0.58,FALSE,
654,1.44,0.58,FALSE,
555,0.58,0.58,FALSE,
5271,,0.58,FALSE,
23393,,0.58,FALSE,
721,1.44,0.58,FALSE,
723,1.44,0.58,FALSE,
685,0.96,0.58,FALSE,
23410,,0.58,FALSE,
38,0.97,0.58,FALSE,
5117,,0.58,FALSE,
698,0.96,0.58,FALSE,
697,0.96,0.58,FALSE,
10,0.97,0.58,FALSE,
706,1.44,0.58,FALSE,
16,0.97,0.58,FALSE,
23701,,0.58,FALSE,
23702,,0.58,FALSE,
61,0.97,0.58,FALSE,
63,0.97,0.58,FALSE,
708,0.96,0.58,FALSE,
662,0.96,0.58,FALSE,
709,0.96,0.58,FALSE,
713,0.96,0.58,FALSE,
7996,0.58,0.58,FALSE,
7997,0.58,0.58,FALSE,
7998,0.58,0.58,FALSE,
7999,0.58,0.58,FALSE,
8000,0.58,0.58,FALSE,
8001,0.58,0.58,FALSE,
23400,,0.58,FALSE,
23399,,0.58,FALSE,
7994,0.58,0.58,FALSE,
7995,0.58,0.58,FALSE,
13700,,0.58,TRUE,0.58
23700,,0.58,FALSE,
734,0.58,0.58,FALSE,
552,0.58,0.58,FALSE,
547,0.58,0.58,FALSE,
667,1.44,0.58,FALSE,
669,1.44,0.58,FALSE,
735,0.58,0.58,FALSE,
736,0.58,0.58,FALSE,
733,0.58,0.58,FALSE,
765,0.58,0.58,FALSE,
23386,,0.58,FALSE,
604,0.58,0.58,FALSE,
605,0.58,0.58,FALSE,
606,0.58,0.58,FALSE,
766,0.58,0.58,FALSE,
764,0.58,0.58,FALSE,
763,0.58,0.58,FALSE,
767,0.58,0.58,FALSE,
768,0.58,0.58,FALSE,
774,0.58,0.58,FALSE,
775,0.58,0.58,FALSE,
777,0.58,0.58,FALSE,
691,1.44,0.58,FALSE,
689,1.44,0.58,FALSE,
607,0.58,0.58,FALSE,
608,0.58,0.58,FALSE,
609,0.58,0.58,FALSE,
610,0.58,0.58,FALSE,
4342,,0.579,FALSE,
4382,,0.579,FALSE,
4339,,0.579,FALSE,
4338,,0.579,FALSE,
4337,,0.579,FALSE,
4336,,0.579,FALSE,
4335,,0.579,FALSE,
4366,,0.579,FALSE,
4340,,0.579,FALSE,
4398,,0.579,FALSE,
4341,,0.579,FALSE,
855,1.1,0.578,FALSE,
1012,1.1,0.577,FALSE,
4399,,0.577,FALSE,
4383,,0.577,FALSE,
13459,,0.577,TRUE,0.49
4367,,0.577,FALSE,
475,0.87,0.576,FALSE,
12515,,0.576,TRUE,0.51
449,0.87,0.576,FALSE,
462,0.87,0.576,FALSE,
995,1.38,0.576,FALSE,
436,0.87,0.576,FALSE,
423,0.87,0.576,FALSE,
838,1.37,0.575,FALSE,
13393,,0.572,TRUE,0.49
12837,,0.571,TRUE,0.57
12855,,0.571,TRUE,0.57
13129,,0.571,TRUE,0.5
12864,,0.571,TRUE,0.57
13080,,0.571,TRUE,0.57
12825,,0.571,TRUE,0.57
13098,,0.571,TRUE,0.57
13092,,0.571,TRUE,0.57
13580,,0.571,TRUE,0.64
13110,,0.571,TRUE,0.57
12894,,0.571,TRUE,0.57
12843,,0.571,TRUE,0.57
12882,,0.571,TRUE,0.57
12876,,0.571,TRUE,0.57
947,1.47,0.57,FALSE,
638,0.57,0.57,FALSE,
884,1.47,0.57,FALSE,
7992,0.57,0.57,FALSE,
7991,0.57,0.57,FALSE,
944,1.25,0.57,FALSE,
7990,0.57,0.57,FALSE,
7989,0.57,0.57,FALSE,
7988,0.57,0.57,FALSE,
7987,0.57,0.57,FALSE,
7986,0.57,0.57,FALSE,
7985,0.57,0.57,FALSE,
7984,0.57,0.57,FALSE,
7983,0.57,0.57,FALSE,
7982,0.57,0.57,FALSE,
7981,0.57,0.57,FALSE,
7980,0.57,0.57,FALSE,
7979,0.57,0.57,FALSE,
637,0.57,0.57,FALSE,
588,1.09,0.57,FALSE,
881,1.25,0.57,FALSE,
23705,,0.57,FALSE,
23704,,0.57,FALSE,
7993,0.57,0.57,FALSE,
384,0.57,0.57,FALSE,
910,1.25,0.57,FALSE,
915,1.25,0.57,FALSE,
925,0.57,0.57,FALSE,
973,1.25,0.57,FALSE,
978,1.25,0.57,FALSE,
988,0.57,0.57,FALSE,
383,0.57,0.57,FALSE,
382,0.57,0.57,FALSE,
381,0.57,0.57,FALSE,
380,0.57,0.57,FALSE,
602,1.09,0.57,FALSE,
4687,,0.569,FALSE,
4688,,0.569,FALSE,
4682,,0.569,FALSE,
4681,,0.569,FALSE,
4676,,0.569,FALSE,
4675,,0.569,FALSE,
4674,,0.569,FALSE,
4680,,0.569,FALSE,
4686,,0.569,FALSE,
13560,,0.568,TRUE,1.25
12554,,0.567,TRUE,0.5
12556,,0.567,TRUE,0.5
12555,,0.567,TRUE,0.5
12558,,0.567,TRUE,0.5
12553,,0.567,TRUE,0.5
12564,,0.567,TRUE,0.5
12557,,0.567,TRUE,0.5
12805,,0.566,TRUE,0.53
4365,,0.566,FALSE,
4381,,0.566,FALSE,
4397,,0.566,FALSE,
12818,,0.566,TRUE,0.5
12799,,0.566,TRUE,0.53
12512,,0.563,TRUE,0.51
12509,,0.563,TRUE,0.54
250,0.78,0.562,FALSE,
4378,,0.562,FALSE,
254,0.78,0.562,FALSE,
13059,,0.562,TRUE,0.56
4394,,0.562,FALSE,
13053,,0.562,TRUE,0.56
4362,,0.562,FALSE,
251,0.78,0.562,FALSE,
253,0.78,0.562,FALSE,
252,0.78,0.562,FALSE,
13047,,0.562,TRUE,0.56
247,0.85,0.561,FALSE,
215,0.85,0.561,FALSE,
13581,,0.561,TRUE,0.71
200,0.85,0.561,FALSE,
202,0.85,0.561,FALSE,
201,0.85,0.561,FALSE,
203,0.85,0.561,FALSE,
249,0.85,0.561,FALSE,
246,0.85,0.561,FALSE,
219,0.85,0.561,FALSE,
218,0.85,0.561,FALSE,
13587,,0.561,TRUE,0.71
248,0.85,0.561,FALSE,
245,0.85,0.561,FALSE,
216,0.85,0.561,FALSE,
217,0.85,0.561,FALSE,
204,0.85,0.561,FALSE,
7978,0.56,0.56,FALSE,
4413,,0.56,FALSE,
23720,,0.56,FALSE,
4407,,0.56,FALSE,
4405,,0.56,FALSE,
4406,,0.56,FALSE,
5344,,0.56,FALSE,
5369,,0.56,FALSE,
4403,,0.56,FALSE,
4404,,0.56,FALSE,
23721,,0.56,FALSE,
23722,,0.56,FALSE,
23723,,0.56,FALSE,
23724,,0.56,FALSE,
23703,,0.56,FALSE,
23725,,0.56,FALSE,
7977,0.56,0.56,FALSE,
23715,,0.56,FALSE,
23716,,0.56,FALSE,
4417,,0.56,FALSE,
4416,,0.56,FALSE,
4415,,0.56,FALSE,
4414,,0.56,FALSE,
13338,,0.559,TRUE,0.56
13564,,0.558,TRUE,1.23
13107,,0.557,TRUE,0.56
12834,,0.557,TRUE,0.56
12891,,0.557,TRUE,0.56
12817,,0.557,TRUE,0.5
13334,,0.557,TRUE,0.56
12873,,0.557,TRUE,0.56
12852,,0.557,TRUE,0.56
13331,,0.557,TRUE,0.56
13089,,0.557,TRUE,0.56
13332,,0.557,TRUE,0.56
13337,,0.557,TRUE,0.56
13223,,0.556,TRUE,0.56
13403,,0.556,TRUE,0.61
13244,,0.556,TRUE,0.56
13336,,0.556,TRUE,0.56
4364,,0.556,FALSE,
4380,,0.556,FALSE,
13461,,0.556,TRUE,0.56
13333,,0.556,TRUE,0.56
13703,,0.556,TRUE,0.5
13702,,0.556,TRUE,0.5
4396,,0.556,FALSE,
13236,,0.556,TRUE,0.52
460,0.77,0.555,FALSE,
473,0.77,0.555,FALSE,
434,0.77,0.555,FALSE,
447,0.77,0.555,FALSE,
421,0.77,0.555,FALSE,
955,1.07,0.555,FALSE,
13261,,0.554,TRUE,0.55
13544,,0.554,TRUE,0.55
13543,,0.554,TRUE,0.55
13335,,0.554,TRUE,0.55
892,1.07,0.554,FALSE,
13542,,0.554,TRUE,0.55
13541,,0.554,TRUE,0.55
4771,,0.551,FALSE,
4772,,0.551,FALSE,
4773,,0.551,FALSE,
4770,,0.551,FALSE,
4377,,0.551,FALSE,
13122,,0.551,TRUE,0.55
4393,,0.551,FALSE,
4361,,0.551,FALSE,
13574,,0.551,TRUE,0.62
6155,,0.55,FALSE,
4499,,0.55,FALSE,
4500,,0.55,FALSE,
4515,,0.55,FALSE,
4504,,0.55,FALSE,
4505,,0.55,FALSE,
4509,,0.55,FALSE,
4510,,0.55,FALSE,
4514,,0.55,FALSE,
22,1.38,0.55,FALSE,
4519,,0.55,FALSE,
4520,,0.55,FALSE,
4524,,0.55,FALSE,
4525,,0.55,FALSE,
27,1.38,0.55,FALSE,
28,1.38,0.55,FALSE,
29,1.38,0.55,FALSE,
23416,,0.55,FALSE,
23415,,0.55,FALSE,
52,0.55,0.55,FALSE,
7938,0.55,0.55,FALSE,
7939,0.55,0.55,FALSE,
7925,0.55,0.55,FALSE,
7940,0.55,0.55,FALSE,
7926,0.55,0.55,FALSE,
7941,0.55,0.55,FALSE,
7927,0.55,0.55,FALSE,
7928,0.55,0.55,FALSE,
7942,0.55,0.55,FALSE,
7929,0.55,0.55,FALSE,
7943,0.55,0.55,FALSE,
7944,0.55,0.55,FALSE,
7945,0.55,0.55,FALSE,
7930,0.55,0.55,FALSE,
7931,0.55,0.55,FALSE,
7932,0.55,0.55,FALSE,
7933,0.55,0.55,FALSE,
7934,0.55,0.55,FALSE,
7935,0.55,0.55,FALSE,
7919,0.55,0.55,FALSE,
7920,0.55,0.55,FALSE,
7921,0.55,0.55,FALSE,
7922,0.55,0.55,FALSE,
7923,0.55,0.55,FALSE,
7924,0.55,0.55,FALSE,
7946,0.55,0.55,FALSE,
7948,0.55,0.55,FALSE,
7949,0.55,0.55,FALSE,
7950,0.55,0.55,FALSE,
7936,0.55,0.55,FALSE,
7951,0.55,0.55,FALSE,
7937,0.55,0.55,FALSE,
7952,0.55,0.55,FALSE,
7953,0.55,0.55,FALSE,
7947,0.55,0.55,FALSE,
60,1.38,0.55,FALSE,
7965,0.55,0.55,FALSE,
7966,0.55,0.55,FALSE,
7967,0.55,0.55,FALSE,
7968,0.55,0.55,FALSE,
7969,0.55,0.55,FALSE,
7970,0.55,0.55,FALSE,
7971,0.55,0.55,FALSE,
7972,0.55,0.55,FALSE,
7973,0.55,0.55,FALSE,
7954,0.55,0.55,FALSE,
7955,0.55,0.55,FALSE,
7956,0.55,0.55,FALSE,
7957,0.55,0.55,FALSE,
7958,0.55,0.55,FALSE,
7959,0.55,0.55,FALSE,
7960,0.55,0.55,FALSE,
7963,0.55,0.55,FALSE,
7964,0.55,0.55,FALSE,
7974,0.55,0.55,FALSE,
7975,0.55,0.55,FALSE,
7976,0.55,0.55,FALSE,
7961,0.55,0.55,FALSE,
7962,0.55,0.55,FALSE,
72,1.38,0.55,FALSE,
12559,,0.55,TRUE,0.55
13475,,0.55,TRUE,0.55
13469,,0.55,TRUE,0.55
13354,,0.55,TRUE,0.55
6619,,0.55,FALSE,
4449,,0.55,FALSE,
23388,,0.55,FALSE,
23387,,0.55,FALSE,
776,0.55,0.55,FALSE,
12560,,0.55,TRUE,0.55
6601,,0.55,FALSE,
23620,,0.55,FALSE,
23619,,0.55,FALSE,
23622,,0.55,FALSE,
23621,,0.55,FALSE,
6583,,0.55,FALSE,
741,0.55,0.55,FALSE,
740,0.55,0.55,FALSE,
12540,,0.55,TRUE,0.55
12538,,0.55,TRUE,0.55
12537,,0.55,TRUE,0.55
739,0.55,0.55,FALSE,
738,0.55,0.55,FALSE,
737,0.55,0.55,FALSE,
946,0.75,0.55,FALSE,
23240,,0.55,FALSE,
23241,,0.55,FALSE,
23242,,0.55,FALSE,
23243,,0.55,FALSE,
6565,,0.55,FALSE,
6595,,0.55,FALSE,
595,0.55,0.55,FALSE,
23332,,0.55,FALSE,
23330,,0.55,FALSE,
5766,,0.55,FALSE,
5761,,0.55,FALSE,
13073,,0.55,TRUE,0.55
585,0.91,0.55,FALSE,
583,1.37,0.55,FALSE,
23309,,0.55,FALSE,
23308,,0.55,FALSE,
23307,,0.55,FALSE,
6577,,0.55,FALSE,
12860,,0.55,TRUE,0.55
13076,,0.55,TRUE,0.55
12539,,0.55,TRUE,0.55
12481,,0.55,TRUE,0.55
12480,,0.55,TRUE,0.55
23450,,0.55,FALSE,
23449,,0.55,FALSE,
23306,,0.55,FALSE,
12899,,0.55,TRUE,0.55
12902,,0.55,TRUE,0.55
808,0.55,0.55,FALSE,
12905,,0.55,TRUE,0.55
798,0.55,0.55,FALSE,
582,0.55,0.55,FALSE,
580,1.37,0.55,FALSE,
573,0.91,0.55,FALSE,
23296,,0.55,FALSE,
23295,,0.55,FALSE,
23294,,0.55,FALSE,
23293,,0.55,FALSE,
797,0.55,0.55,FALSE,
796,0.55,0.55,FALSE,
795,0.55,0.55,FALSE,
23292,,0.55,FALSE,
794,0.55,0.55,FALSE,
5643,,0.55,FALSE,
13351,,0.55,TRUE,0.55
5642,,0.55,FALSE,
5646,,0.55,FALSE,
5645,,0.55,FALSE,
5644,,0.55,FALSE,
5628,,0.55,FALSE,
5631,,0.55,FALSE,
5627,,0.55,FALSE,
5630,,0.55,FALSE,
5629,,0.55,FALSE,
5616,,0.55,FALSE,
5613,,0.55,FALSE,
5615,,0.55,FALSE,
783,0.55,0.55,FALSE,
5612,,0.55,FALSE,
5614,,0.55,FALSE,
782,0.55,0.55,FALSE,
6631,,0.55,FALSE,
23216,,0.55,FALSE,
23217,,0.55,FALSE,
23218,,0.55,FALSE,
23219,,0.55,FALSE,
6613,,0.55,FALSE,
13352,,0.55,TRUE,0.55
23829,,0.55,FALSE,
13353,,0.55,TRUE,0.55
4463,,0.55,FALSE,
6156,,0.55,FALSE,
5988,,0.549,FALSE,
5989,,0.549,FALSE,
6129,,0.549,FALSE,
6128,,0.549,FALSE,
5959,,0.549,FALSE,
6127,,0.549,FALSE,
6123,,0.549,FALSE,
6139,,0.549,FALSE,
6126,,0.549,FALSE,
980,1.22,0.549,FALSE,
6065,,0.549,FALSE,
5991,,0.549,FALSE,
5990,,0.549,FALSE,
6141,,0.549,FALSE,
6154,,0.549,FALSE,
6142,,0.549,FALSE,
6130,,0.549,FALSE,
6125,,0.549,FALSE,
5895,,0.549,FALSE,
6143,,0.549,FALSE,
6144,,0.549,FALSE,
5894,,0.549,FALSE,
5893,,0.549,FALSE,
5892,,0.549,FALSE,
6150,,0.549,FALSE,
5860,,0.549,FALSE,
5861,,0.549,FALSE,
5862,,0.549,FALSE,
5863,,0.549,FALSE,
6145,,0.549,FALSE,
6124,,0.549,FALSE,
6136,,0.549,FALSE,
868,1.69,0.549,FALSE,
6066,,0.549,FALSE,
