mix_id,w_c_ratio,w_b_ratio,k_flag,wb_k_reported
6064,,0.549,FALSE,
6063,,0.549,FALSE,
6062,,0.549,FALSE,
6075,,0.549,FALSE,
6076,,0.549,FALSE,
6077,,0.549,FALSE,
5924,,0.549,FALSE,
6061,,0.549,FALSE,
6078,,0.549,FALSE,
6060,,0.549,FALSE,
6059,,0.549,FALSE,
5925,,0.549,FALSE,
6079,,0.549,FALSE,
6050,,0.549,FALSE,
6081,,0.549,FALSE,
6082,,0.549,FALSE,
5926,,0.549,FALSE,
5927,,0.549,FALSE,
6092,,0.549,FALSE,
6093,,0.549,FALSE,
6094,,0.549,FALSE,
6095,,0.549,FALSE,
6096,,0.549,FALSE,
6140,,0.549,FALSE,
6049,,0.549,FALSE,
6048,,0.549,FALSE,
6097,,0.549,FALSE,
6098,,0.549,FALSE,
6107,,0.549,FALSE,
6108,,0.549,FALSE,
6109,,0.549,FALSE,
6110,,0.549,FALSE,
6134,,0.549,FALSE,
6135,,0.549,FALSE,
6111,,0.549,FALSE,
1025,1.69,0.549,FALSE,
6112,,0.549,FALSE,
6114,,0.549,FALSE,
6153,,0.549,FALSE,
6120,,0.549,FALSE,
6152,,0.549,FALSE,
6151,,0.549,FALSE,
6121,,0.549,FALSE,
6137,,0.549,FALSE,
6149,,0.549,FALSE,
6115,,0.549,FALSE,
6133,,0.549,FALSE,
6148,,0.549,FALSE,
6147,,0.549,FALSE,
6047,,0.549,FALSE,
6046,,0.549,FALSE,
6045,,0.549,FALSE,
6044,,0.549,FALSE,
6146,,0.549,FALSE,
6043,,0.549,FALSE,
6113,,0.549,FALSE,
6091,,0.549,FALSE,
6080,,0.549,FALSE,
6116,,0.549,FALSE,
5956,,0.549,FALSE,
5957,,0.549,FALSE,
6117,,0.549,FALSE,
6132,,0.549,FALSE,
961,0.73,0.549,FALSE,
5958,,0.549,FALSE,
6122,,0.549,FALSE,
6138,,0.549,FALSE,
6118,,0.549,FALSE,
6119,,0.549,FALSE,
6131,,0.549,FALSE,
6589,,0.548,FALSE,
883,0.75,0.548,FALSE,
13565,,0.548,TRUE,1.21
917,1.22,0.548,FALSE,
6607,,0.548,FALSE,
6625,,0.548,FALSE,
13559,,0.548,TRUE,0.55
6571,,0.548,FALSE,
898,0.73,0.548,FALSE,
12565,,0.547,TRUE,0.5
4379,,0.546,FALSE,
4395,,0.546,FALSE,
4363,,0.546,FALSE,
5461,,0.545,FALSE,
5462,,0.545,FALSE,
5443,,0.545,FALSE,
5442,,0.545,FALSE,
5411,,0.545,FALSE,
5410,,0.545,FALSE,
6636,,0.544,FALSE,
6634,,0.544,FALSE,
6635,,0.544,FALSE,
12820,,0.543,TRUE,0.48
258,0.75,0.542,FALSE,
259,0.75,0.542,FALSE,
13238,,0.542,TRUE,0.54
256,0.75,0.542,FALSE,
257,0.75,0.542,FALSE,
255,0.75,0.542,FALSE,
5424,,0.541,FALSE,
5455,,0.541,FALSE,
5474,,0.541,FALSE,
240,0.85,0.54,FALSE,
967,0.54,0.54,FALSE,
4360,,0.54,FALSE,
7914,0.54,0.54,FALSE,
7915,0.54,0.54,FALSE,
210,0.85,0.54,FALSE,
211,0.85,0.54,FALSE,
5332,,0.54,FALSE,
882,1.38,0.54,FALSE,
5104,,0.54,FALSE,
4376,,0.54,FALSE,
7916,0.54,0.54,FALSE,
13032,,0.54,TRUE,0.54
244,0.85,0.54,FALSE,
23751,,0.54,FALSE,
236,0.85,0.54,FALSE,
242,0.85,0.54,FALSE,
243,0.85,0.54,FALSE,
212,0.85,0.54,FALSE,
904,0.54,0.54,FALSE,
237,0.85,0.54,FALSE,
7913,0.54,0.54,FALSE,
7912,0.54,0.54,FALSE,
7911,0.54,0.54,FALSE,
7910,0.54,0.54,FALSE,
7909,0.54,0.54,FALSE,
235,0.85,0.54,FALSE,
7907,0.54,0.54,FALSE,
241,0.85,0.54,FALSE,
238,0.85,0.54,FALSE,
7906,0.54,0.54,FALSE,
214,0.85,0.54,FALSE,
213,0.85,0.54,FALSE,
7905,0.54,0.54,FALSE,
7918,0.54,0.54,FALSE,
7917,0.54,0.54,FALSE,
5103,,0.54,FALSE,
5105,,0.54,FALSE,
5106,,0.54,FALSE,
4392,,0.54,FALSE,
7908,0.54,0.54,FALSE,
23679,,0.54,FALSE,
5357,,0.54,FALSE,
239,0.85,0.54,FALSE,
23401,,0.54,FALSE,
945,1.39,0.54,FALSE,
13561,,0.539,TRUE,1.19
12896,,0.537,TRUE,0.54
12839,,0.537,TRUE,0.54
12845,,0.537,TRUE,0.54
12827,,0.537,TRUE,0.54
12857,,0.537,TRUE,0.54
994,1.43,0.537,FALSE,
13112,,0.537,TRUE,0.54
12866,,0.537,TRUE,0.54
837,1.43,0.537,FALSE,
13082,,0.537,TRUE,0.54
12878,,0.537,TRUE,0.54
13094,,0.537,TRUE,0.54
12884,,0.537,TRUE,0.54
13100,,0.537,TRUE,0.54
227,1.06,0.536,FALSE,
229,1.06,0.536,FALSE,
225,1.06,0.536,FALSE,
226,1.06,0.536,FALSE,
228,1.06,0.536,FALSE,
4621,,0.536,FALSE,
4651,,0.536,FALSE,
4631,,0.536,FALSE,
4661,,0.536,FALSE,
4641,,0.536,FALSE,
13394,,0.535,TRUE,0.49
12598,,0.533,TRUE,0.53
6452,,0.533,FALSE,
6459,,0.533,FALSE,
4908,,0.533,FALSE,
6455,,0.533,FALSE,
6454,,0.533,FALSE,
6461,,0.533,FALSE,
4907,,0.533,FALSE,
6458,,0.533,FALSE,
4905,,0.533,FALSE,
12625,,0.533,TRUE,0.53
6460,,0.533,FALSE,
12739,,0.533,TRUE,0.53
4904,,0.533,FALSE,
4903,,0.533,FALSE,
4902,,0.533,FALSE,
4916,,0.533,FALSE,
6456,,0.533,FALSE,
13034,,0.533,TRUE,0.53
6457,,0.533,FALSE,
12655,,0.533,TRUE,0.53
12667,,0.533,TRUE,0.53
4906,,0.533,FALSE,
6453,,0.533,FALSE,
4909,,0.533,FALSE,
951,1.43,0.533,FALSE,
12691,,0.533,TRUE,0.53
12730,,0.533,TRUE,0.53
4915,,0.533,FALSE,
4914,,0.533,FALSE,
4913,,0.533,FALSE,
4912,,0.533,FALSE,
4911,,0.533,FALSE,
4910,,0.533,FALSE,
13577,,0.532,TRUE,0.71
12821,,0.532,TRUE,0.47
888,1.43,0.532,FALSE,
4391,,0.531,FALSE,
464,0.99,0.531,FALSE,
4789,,0.531,FALSE,
451,0.99,0.531,FALSE,
438,0.99,0.531,FALSE,
425,0.99,0.531,FALSE,
12815,,0.531,TRUE,0.47
412,0.99,0.531,FALSE,
4780,,0.531,FALSE,
4783,,0.531,FALSE,
4786,,0.531,FALSE,
4375,,0.531,FALSE,
4359,,0.531,FALSE,
12822,,0.53,TRUE,0.47
650,0.53,0.53,FALSE,
4390,,0.53,FALSE,
4358,,0.53,FALSE,
7895,0.53,0.53,FALSE,
7903,0.53,0.53,FALSE,
12571,,0.53,TRUE,0.53
986,1.16,0.53,FALSE,
7902,0.53,0.53,FALSE,
7901,0.53,0.53,FALSE,
7900,0.53,0.53,FALSE,
7899,0.53,0.53,FALSE,
7898,0.53,0.53,FALSE,
4374,,0.53,FALSE,
7897,0.53,0.53,FALSE,
7896,0.53,0.53,FALSE,
12751,,0.53,TRUE,0.53
23825,,0.53,FALSE,
649,0.53,0.53,FALSE,
923,1.16,0.53,FALSE,
7904,0.53,0.53,FALSE,
7892,0.53,0.53,FALSE,
7891,0.53,0.53,FALSE,
7893,0.53,0.53,FALSE,
7894,0.53,0.53,FALSE,
4450,,0.529,FALSE,
4468,,0.529,FALSE,
4454,,0.529,FALSE,
4464,,0.529,FALSE,
420,0.88,0.528,FALSE,
472,0.88,0.528,FALSE,
433,0.88,0.528,FALSE,
459,0.88,0.528,FALSE,
446,0.88,0.528,FALSE,
13230,,0.528,TRUE,0.49
12676,,0.525,TRUE,0.53
12566,,0.525,TRUE,0.53
5500,,0.525,FALSE,
12748,,0.525,TRUE,0.53
12679,,0.525,TRUE,0.53
12661,,0.525,TRUE,0.53
12658,,0.525,TRUE,0.53
12682,,0.525,TRUE,0.53
5501,,0.525,FALSE,
12673,,0.525,TRUE,0.53
12649,,0.525,TRUE,0.53
12643,,0.525,TRUE,0.53
12709,,0.525,TRUE,0.53
12670,,0.525,TRUE,0.53
12646,,0.525,TRUE,0.53
12712,,0.525,TRUE,0.53
12715,,0.525,TRUE,0.53
12664,,0.525,TRUE,0.53
12718,,0.525,TRUE,0.53
12721,,0.525,TRUE,0.53
12733,,0.525,TRUE,0.53
12640,,0.525,TRUE,0.53
5477,,0.525,FALSE,
12574,,0.525,TRUE,0.53
12637,,0.525,TRUE,0.53
12634,,0.525,TRUE,0.53
12577,,0.525,TRUE,0.53
5512,,0.525,FALSE,
5513,,0.525,FALSE,
5537,,0.525,FALSE,
5536,,0.525,FALSE,
5525,,0.525,FALSE,
5524,,0.525,FALSE,
12694,,0.525,TRUE,0.53
12631,,0.525,TRUE,0.53
5476,,0.525,FALSE,
12589,,0.525,TRUE,0.53
12628,,0.525,TRUE,0.53
12700,,0.525,TRUE,0.53
12742,,0.525,TRUE,0.53
12622,,0.525,TRUE,0.53
12619,,0.525,TRUE,0.53
12616,,0.525,TRUE,0.53
12613,,0.525,TRUE,0.53
12610,,0.525,TRUE,0.53
12703,,0.525,TRUE,0.53
12724,,0.525,TRUE,0.53
12607,,0.525,TRUE,0.53
12604,,0.525,TRUE,0.53
5488,,0.525,FALSE,
5489,,0.525,FALSE,
12601,,0.525,TRUE,0.53
12580,,0.525,TRUE,0.53
12685,,0.525,TRUE,0.53
12754,,0.525,TRUE,0.53
12583,,0.525,TRUE,0.53
12586,,0.525,TRUE,0.53
12595,,0.525,TRUE,0.53
12592,,0.525,TRUE,0.53
12568,,0.525,TRUE,0.53
13554,,0.524,TRUE,0.52
13556,,0.524,TRUE,0.52
13553,,0.524,TRUE,0.52
13555,,0.524,TRUE,0.52
13091,,0.523,TRUE,0.52
12875,,0.523,TRUE,0.52
13109,,0.523,TRUE,0.52
12881,,0.523,TRUE,0.52
12854,,0.523,TRUE,0.52
13097,,0.523,TRUE,0.52
12863,,0.523,TRUE,0.52
12836,,0.523,TRUE,0.52
13079,,0.523,TRUE,0.52
13390,,0.523,TRUE,0.49
12893,,0.523,TRUE,0.52
12842,,0.523,TRUE,0.52
12824,,0.523,TRUE,0.52
450,0.77,0.522,FALSE,
463,0.77,0.522,FALSE,
476,0.77,0.522,FALSE,
12706,,0.522,TRUE,0.52
424,0.77,0.522,FALSE,
437,0.77,0.522,FALSE,
5801,,0.521,FALSE,
7890,0.52,0.52,FALSE,
23599,,0.52,FALSE,
23567,,0.52,FALSE,
7889,0.52,0.52,FALSE,
23438,,0.52,FALSE,
23584,,0.52,FALSE,
7883,0.52,0.52,FALSE,
23568,,0.52,FALSE,
23583,,0.52,FALSE,
5331,,0.52,FALSE,
23602,,0.52,FALSE,
7882,0.52,0.52,FALSE,
7888,0.52,0.52,FALSE,
23569,,0.52,FALSE,
7887,0.52,0.52,FALSE,
7886,0.52,0.52,FALSE,
5368,,0.52,FALSE,
23600,,0.52,FALSE,
5367,,0.52,FALSE,
5362,,0.52,FALSE,
7885,0.52,0.52,FALSE,
23586,,0.52,FALSE,
5356,,0.52,FALSE,
23585,,0.52,FALSE,
5322,,0.52,FALSE,
23570,,0.52,FALSE,
7881,0.52,0.52,FALSE,
5347,,0.52,FALSE,
7884,0.52,0.52,FALSE,
23456,,0.52,FALSE,
5343,,0.52,FALSE,
23601,,0.52,FALSE,
5342,,0.52,FALSE,
5337,,0.52,FALSE,
6414,,0.519,FALSE,
4389,,0.519,FALSE,
6404,,0.519,FALSE,
6405,,0.519,FALSE,
4357,,0.519,FALSE,
6418,,0.519,FALSE,
6408,,0.519,FALSE,
6409,,0.519,FALSE,
6416,,0.519,FALSE,
6407,,0.519,FALSE,
6417,,0.519,FALSE,
6406,,0.519,FALSE,
6157,,0.519,FALSE,
870,0.7,0.519,FALSE,
4373,,0.519,FALSE,
6410,,0.519,FALSE,
6411,,0.519,FALSE,
6412,,0.519,FALSE,
12969,,0.519,TRUE,0.46
6413,,0.519,FALSE,
6415,,0.519,FALSE,
1027,0.7,0.518,FALSE,
4490,,0.516,FALSE,
13116,,0.516,TRUE,0.52
4489,,0.516,FALSE,
4488,,0.516,FALSE,
5798,,0.516,FALSE,
4498,,0.516,FALSE,
4497,,0.516,FALSE,
4496,,0.516,FALSE,
4495,,0.516,FALSE,
4494,,0.516,FALSE,
4493,,0.516,FALSE,
4492,,0.516,FALSE,
4491,,0.516,FALSE,
4836,,0.514,FALSE,
7879,0.514,0.514,FALSE,
5794,,0.514,FALSE,
4838,,0.514,FALSE,
4854,,0.514,FALSE,
5790,,0.514,FALSE,
4853,,0.514,FALSE,
4855,,0.514,FALSE,
5796,,0.514,FALSE,
4837,,0.514,FALSE,
4852,,0.514,FALSE,
5791,,0.514,FALSE,
7880,0.514,0.514,FALSE,
5795,,0.514,FALSE,
5793,,0.514,FALSE,
5792,,0.514,FALSE,
5789,,0.514,FALSE,
5788,,0.514,FALSE,
4839,,0.514,FALSE,
223,0.85,0.513,FALSE,
13106,,0.513,TRUE,0.51
12833,,0.513,TRUE,0.51
224,0.85,0.513,FALSE,
206,0.85,0.513,FALSE,
205,0.85,0.513,FALSE,
220,0.85,0.513,FALSE,
13088,,0.513,TRUE,0.51
12890,,0.513,TRUE,0.51
12872,,0.513,TRUE,0.51
207,0.85,0.513,FALSE,
222,0.85,0.513,FALSE,
221,0.85,0.513,FALSE,
12851,,0.513,TRUE,0.51
209,0.85,0.513,FALSE,
208,0.85,0.513,FALSE,
4465,,0.511,FALSE,
12831,,0.511,TRUE,0.51
13104,,0.511,TRUE,0.51
13086,,0.511,TRUE,0.51
4451,,0.511,FALSE,
12849,,0.511,TRUE,0.51
12888,,0.511,TRUE,0.51
12870,,0.511,TRUE,0.51
283,0.75,0.51,FALSE,
23417,,0.51,FALSE,
7872,0.51,0.51,FALSE,
7871,0.51,0.51,FALSE,
23815,,0.51,FALSE,
23812,,0.51,FALSE,
23809,,0.51,FALSE,
7870,0.51,0.51,FALSE,
7869,0.51,0.51,FALSE,
23424,,0.51,FALSE,
23423,,0.51,FALSE,
5321,,0.51,FALSE,
23647,,0.51,FALSE,
5325,,0.51,FALSE,
5468,,0.51,FALSE,
23395,,0.51,FALSE,
7878,0.51,0.51,FALSE,
7877,0.51,0.51,FALSE,
7876,0.51,0.51,FALSE,
23394,,0.51,FALSE,
5336,,0.51,FALSE,
7875,0.51,0.51,FALSE,
962,1.23,0.51,FALSE,
13575,,0.51,TRUE,0.65
23651,,0.51,FALSE,
13557,,0.51,TRUE,0.51
5346,,0.51,FALSE,
1034,1.1,0.51,FALSE,
6509,,0.51,FALSE,
6507,,0.51,FALSE,
6506,,0.51,FALSE,
5417,,0.51,FALSE,
899,1.23,0.51,FALSE,
23389,,0.51,FALSE,
1000,0.51,0.51,FALSE,
5361,,0.51,FALSE,
23396,,0.51,FALSE,
1002,1.31,0.51,FALSE,
289,0.75,0.51,FALSE,
288,0.75,0.51,FALSE,
287,0.75,0.51,FALSE,
6508,,0.51,FALSE,
286,0.75,0.51,FALSE,
285,0.75,0.51,FALSE,
284,0.75,0.51,FALSE,
5449,,0.51,FALSE,
5350,,0.51,FALSE,
7873,0.51,0.51,FALSE,
282,0.75,0.51,FALSE,
877,1.11,0.51,FALSE,
281,0.75,0.51,FALSE,
845,1.31,0.51,FALSE,
280,0.75,0.51,FALSE,
843,0.51,0.51,FALSE,
7874,0.51,0.51,FALSE,
267,0.75,0.509,FALSE,
268,0.75,0.509,FALSE,
262,0.75,0.509,FALSE,
4388,,0.509,FALSE,
260,0.75,0.509,FALSE,
269,0.75,0.509,FALSE,
4356,,0.509,FALSE,
264,0.75,0.509,FALSE,
265,0.75,0.509,FALSE,
13391,,0.509,TRUE,0.49
4372,,0.509,FALSE,
263,0.75,0.509,FALSE,
266,0.75,0.509,FALSE,
261,0.75,0.509,FALSE,
5470,,0.507,FALSE,
5412,,0.507,FALSE,
5418,,0.507,FALSE,
5419,,0.507,FALSE,
5451,,0.507,FALSE,
5463,,0.507,FALSE,
5450,,0.507,FALSE,
5444,,0.507,FALSE,
5469,,0.507,FALSE,
13460,,0.506,TRUE,0.46
890,0.71,0.505,FALSE,
13466,,0.505,TRUE,0.46
953,0.71,0.504,FALSE,
23717,,0.504,FALSE,
12907,,0.503,TRUE,0.5
12696,,0.501,TRUE,0.5
12735,,0.501,TRUE,0.5
12687,,0.501,TRUE,0.5
13693,,0.501,TRUE,0.5
12744,,0.501,TRUE,0.5
12726,,0.501,TRUE,0.5
12651,,0.501,TRUE,0.5
13689,,0.501,TRUE,0.5
7844,0.5,0.5,FALSE,
5688,,0.5,FALSE,
7843,0.5,0.5,FALSE,
5687,,0.5,FALSE,
7842,0.5,0.5,FALSE,
5693,,0.5,FALSE,
7841,0.5,0.5,FALSE,
13044,,0.5,TRUE,0.5
7840,0.5,0.5,FALSE,
13042,,0.5,TRUE,0.5
7839,0.5,0.5,FALSE,
13040,,0.5,TRUE,0.5
5996,,0.5,FALSE,
6486,,0.5,FALSE,
7838,0.5,0.5,FALSE,
6484,,0.5,FALSE,
7858,0.5,0.5,FALSE,
5781,,0.5,FALSE,
5782,,0.5,FALSE,
13249,,0.5,TRUE,0.5
13250,,0.5,TRUE,0.5
5702,,0.5,FALSE,
13070,,0.5,TRUE,0.5
7837,0.5,0.5,FALSE,
13833,,0.5,TRUE,0.5
7857,0.5,0.5,FALSE,
13831,,0.5,TRUE,0.5
7856,0.5,0.5,FALSE,
7836,0.5,0.5,FALSE,
23542,,0.5,FALSE,
7855,0.5,0.5,FALSE,
7854,0.5,0.5,FALSE,
7835,0.5,0.5,FALSE,
7853,0.5,0.5,FALSE,
5666,,0.5,FALSE,
7852,0.5,0.5,FALSE,
5843,,0.5,FALSE,
7834,0.5,0.5,FALSE,
12898,,0.5,TRUE,0.5
7866,0.5,0.5,FALSE,
7865,0.5,0.5,FALSE,
7864,0.5,0.5,FALSE,
7851,0.5,0.5,FALSE,
7850,0.5,0.5,FALSE,
5690,,0.5,FALSE,
5689,,0.5,FALSE,
6490,,0.5,FALSE,
12901,,0.5,TRUE,0.5
5844,,0.5,FALSE,
5846,,0.5,FALSE,
7863,0.5,0.5,FALSE,
12904,,0.5,TRUE,0.5
7849,0.5,0.5,FALSE,
5847,,0.5,FALSE,
5848,,0.5,FALSE,
7848,0.5,0.5,FALSE,
7862,0.5,0.5,FALSE,
7847,0.5,0.5,FALSE,
7846,0.5,0.5,FALSE,
7861,0.5,0.5,FALSE,
643,0.5,0.5,FALSE,
5684,,0.5,FALSE,
12914,,0.5,TRUE,0.5
644,0.5,0.5,FALSE,
7860,0.5,0.5,FALSE,
13259,,0.5,TRUE,0.5
13258,,0.5,TRUE,0.5
23543,,0.5,FALSE,
5686,,0.5,FALSE,
12921,,0.5,TRUE,0.5
7803,0.5,0.5,FALSE,
23544,,0.5,FALSE,
4355,,0.5,FALSE,
7802,0.5,0.5,FALSE,
7801,0.5,0.5,FALSE,
5685,,0.5,FALSE,
5680,,0.5,FALSE,
5679,,0.5,FALSE,
5682,,0.5,FALSE,
5681,,0.5,FALSE,
5676,,0.5,FALSE,
5675,,0.5,FALSE,
5678,,0.5,FALSE,
5677,,0.5,FALSE,
5672,,0.5,FALSE,
5671,,0.5,FALSE,
5674,,0.5,FALSE,
5673,,0.5,FALSE,
5668,,0.5,FALSE,
5670,,0.5,FALSE,
5667,,0.5,FALSE,
5669,,0.5,FALSE,
13260,,0.5,TRUE,0.5
7800,0.5,0.5,FALSE,
7799,0.5,0.5,FALSE,
5849,,0.5,FALSE,
13257,,0.5,TRUE,0.5
4831,,0.5,FALSE,
4830,,0.5,FALSE,
4829,,0.5,FALSE,
578,0.84,0.5,FALSE,
7817,0.5,0.5,FALSE,
7816,0.5,0.5,FALSE,
4828,,0.5,FALSE,
7815,0.5,0.5,FALSE,
4827,,0.5,FALSE,
4826,,0.5,FALSE,
4825,,0.5,FALSE,
7814,0.5,0.5,FALSE,
5850,,0.5,FALSE,
13133,,0.5,TRUE,0.44
13765,,0.5,TRUE,0.5
7833,0.5,0.5,FALSE,
7813,0.5,0.5,FALSE,
5868,,0.5,FALSE,
5869,,0.5,FALSE,
5870,,0.5,FALSE,
13398,,0.5,TRUE,0.5
7832,0.5,0.5,FALSE,
5871,,0.5,FALSE,
5665,,0.5,FALSE,
7831,0.5,0.5,FALSE,
7830,0.5,0.5,FALSE,
7829,0.5,0.5,FALSE,
7828,0.5,0.5,FALSE,
7827,0.5,0.5,FALSE,
7826,0.5,0.5,FALSE,
13701,,0.5,TRUE,0.5
7807,0.5,0.5,FALSE,
7806,0.5,0.5,FALSE,
7805,0.5,0.5,FALSE,
23252,,0.5,FALSE,
7804,0.5,0.5,FALSE,
7825,0.5,0.5,FALSE,
5664,,0.5,FALSE,
5663,,0.5,FALSE,
5660,,0.5,FALSE,
5659,,0.5,FALSE,
12563,,0.5,TRUE,0.5
7824,0.5,0.5,FALSE,
7823,0.5,0.5,FALSE,
7812,0.5,0.5,FALSE,
6489,,0.5,FALSE,
5656,,0.5,FALSE,
13386,,0.5,TRUE,0.5
5934,,0.5,FALSE,
6228,,0.5,FALSE,
7822,0.5,0.5,FALSE,
5655,,0.5,FALSE,
5662,,0.5,FALSE,
23358,,0.5,FALSE,
5661,,0.5,FALSE,
7821,0.5,0.5,FALSE,
5658,,0.5,FALSE,
5657,,0.5,FALSE,
5654,,0.5,FALSE,
5330,,0.5,FALSE,
4823,,0.5,FALSE,
4822,,0.5,FALSE,
4821,,0.5,FALSE,
23255,,0.5,FALSE,
4820,,0.5,FALSE,
23676,,0.5,FALSE,
5338,,0.5,FALSE,
5653,,0.5,FALSE,
7820,0.5,0.5,FALSE,
7819,0.5,0.5,FALSE,
23359,,0.5,FALSE,
23360,,0.5,FALSE,
7818,0.5,0.5,FALSE,
4710,,0.5,FALSE,
5845,,0.5,FALSE,
12930,,0.5,TRUE,0.5
5776,,0.5,FALSE,
7811,0.5,0.5,FALSE,
5967,,0.5,FALSE,
7810,0.5,0.5,FALSE,
5966,,0.5,FALSE,
5965,,0.5,FALSE,
5964,,0.5,FALSE,
7809,0.5,0.5,FALSE,
13282,,0.5,TRUE,0.5
13288,,0.5,TRUE,0.5
7808,0.5,0.5,FALSE,
13128,,0.5,TRUE,0.45
5683,,0.5,FALSE,
12984,,0.5,TRUE,0.5
12547,,0.5,TRUE,0.5
23253,,0.5,FALSE,
23254,,0.5,FALSE,
4714,,0.5,FALSE,
23369,,0.5,FALSE,
5355,,0.5,FALSE,
5652,,0.5,FALSE,
12548,,0.5,TRUE,0.5
12549,,0.5,TRUE,0.5
13192,,0.5,TRUE,0.5
23675,,0.5,FALSE,
5363,,0.5,FALSE,
7792,0.5,0.5,FALSE,
4694,,0.5,FALSE,
4695,,0.5,FALSE,
7791,0.5,0.5,FALSE,
6493,,0.5,FALSE,
13691,,0.5,TRUE,0.5
23368,,0.5,FALSE,
12970,,0.5,TRUE,0.5
5380,,0.5,FALSE,
5382,,0.5,FALSE,
5383,,0.5,FALSE,
5384,,0.5,FALSE,
5386,,0.5,FALSE,
5388,,0.5,FALSE,
5389,,0.5,FALSE,
5390,,0.5,FALSE,
5392,,0.5,FALSE,
5394,,0.5,FALSE,
5395,,0.5,FALSE,
6172,,0.5,FALSE,
6171,,0.5,FALSE,
566,0.84,0.5,FALSE,
23618,,0.5,FALSE,
13277,,0.5,TRUE,0.5
4698,,0.5,FALSE,
23617,,0.5,FALSE,
7782,0.5,0.5,FALSE,
5900,,0.5,FALSE,
7798,0.5,0.5,FALSE,
13075,,0.5,TRUE,0.5
12801,,0.5,TRUE,0.5
13503,,0.5,TRUE,0.5
6201,,0.5,FALSE,
13558,,0.5,TRUE,0.5
13072,,0.5,TRUE,0.5
13071,,0.5,TRUE,0.5
13209,,0.5,TRUE,0.57
5730,,0.5,FALSE,
5731,,0.5,FALSE,
5732,,0.5,FALSE,
5719,,0.5,FALSE,
13062,,0.5,TRUE,0.5
5733,,0.5,FALSE,
13210,,0.5,TRUE,0.57
5718,,0.5,FALSE,
5717,,0.5,FALSE,
5716,,0.5,FALSE,
12986,,0.5,TRUE,0.5
13562,,0.5,TRUE,1.1
5760,,0.5,FALSE,
7783,0.5,0.5,FALSE,
5765,,0.5,FALSE,
13832,,0.5,TRUE,0.5
5768,,0.5,FALSE,
12859,,0.5,TRUE,0.5
5769,,0.5,FALSE,
5770,,0.5,FALSE,
5771,,0.5,FALSE,
5772,,0.5,FALSE,
5773,,0.5,FALSE,
5774,,0.5,FALSE,
5775,,0.5,FALSE,
5777,,0.5,FALSE,
5778,,0.5,FALSE,
5779,,0.5,FALSE,
5711,,0.5,FALSE,
5780,,0.5,FALSE,
13686,,0.5,TRUE,0.5
7784,0.5,0.5,FALSE,
23540,,0.5,FALSE,
4440,,0.5,FALSE,
5783,,0.5,FALSE,
6192,,0.5,FALSE,
5784,,0.5,FALSE,
23607,,0.5,FALSE,
5785,,0.5,FALSE,
5708,,0.5,FALSE,
5786,,0.5,FALSE,
5787,,0.5,FALSE,
6495,,0.5,FALSE,
5707,,0.5,FALSE,
12772,,0.5,TRUE,0.5
23539,,0.5,FALSE,
23538,,0.5,FALSE,
6488,,0.5,FALSE,
23537,,0.5,FALSE,
6485,,0.5,FALSE,
13206,,0.5,TRUE,0.57
5710,,0.5,FALSE,
7785,0.5,0.5,FALSE,
6487,,0.5,FALSE,
7786,0.5,0.5,FALSE,
5704,,0.5,FALSE,
6211,,0.5,FALSE,
13474,,0.5,TRUE,0.45
13473,,0.5,TRUE,0.45
5703,,0.5,FALSE,
23536,,0.5,FALSE,
4387,,0.5,FALSE,
23535,,0.5,FALSE,
23534,,0.5,FALSE,
23533,,0.5,FALSE,
23532,,0.5,FALSE,
23531,,0.5,FALSE,
5709,,0.5,FALSE,
12803,,0.5,TRUE,0.5
23530,,0.5,FALSE,
13264,,0.5,TRUE,0.5
23714,,0.5,FALSE,
7773,0.5,0.5,FALSE,
5700,,0.5,FALSE,
13684,,0.5,TRUE,0.5
5699,,0.5,FALSE,
5706,,0.5,FALSE,
5705,,0.5,FALSE,
5696,,0.5,FALSE,
5695,,0.5,FALSE,
6491,,0.5,FALSE,
4448,,0.5,FALSE,
4444,,0.5,FALSE,
6191,,0.5,FALSE,
12792,,0.5,TRUE,0.5
5701,,0.5,FALSE,
5698,,0.5,FALSE,
13069,,0.5,TRUE,0.5
13068,,0.5,TRUE,0.5
13067,,0.5,TRUE,0.5
13066,,0.5,TRUE,0.5
6212,,0.5,FALSE,
23821,,0.5,FALSE,
13840,,0.5,TRUE,0.5
13254,,0.5,TRUE,0.5
13255,,0.5,TRUE,0.5
7787,0.5,0.5,FALSE,
13256,,0.5,TRUE,0.5
4371,,0.5,FALSE,
13251,,0.5,TRUE,0.5
13839,,0.5,TRUE,0.5
13838,,0.5,TRUE,0.5
5999,,0.5,FALSE,
5998,,0.5,FALSE,
5997,,0.5,FALSE,
4824,,0.5,FALSE,
23541,,0.5,FALSE,
6224,,0.5,FALSE,
5692,,0.5,FALSE,
6225,,0.5,FALSE,
13837,,0.5,TRUE,0.5
13056,,0.5,TRUE,0.5
7859,0.5,0.5,FALSE,
13836,,0.5,TRUE,0.5
5691,,0.5,FALSE,
13835,,0.5,TRUE,0.5
5697,,0.5,FALSE,
5694,,0.5,FALSE,
7868,0.5,0.5,FALSE,
13834,,0.5,TRUE,0.5
7867,0.5,0.5,FALSE,
23363,,0.5,FALSE,
13050,,0.5,TRUE,0.5
23364,,0.5,FALSE,
23365,,0.5,FALSE,
7845,0.5,0.5,FALSE,
23377,,0.5,FALSE,
4732,,0.5,FALSE,
