reference_no,study_number,mix_number,author,year,specimen_code,Cement (kg/m3),fly_ash_kg_m3,ggbfs_kg_m3,silica_fume_kg_m3,kaolin_kgm3,other_scm1_kg_m3,other_scm1_type,other_scm2_kg_m3,other_scm2_type,nca_kg_m3,rca_kg_m3,nfa_kg_m3,rca_volume_ratio_%,water_kg_m3,added_water_kg_m3,superplasticizer_kg_m3,water_eff_kg_m3,wbr_total,b_coarseagg_ratio,binder_fineagg_ratio,nca1_sg,nca1_nms_mm,nca1_material_type,nca1_crushing_index_pct,nca1_la_abrasion_pct,nca1_fineness_modulus,nca1_w_abs_pct,nca2_sg,nca2_nms_mm,nca2_material_type,nca2_crushing_index_pct,nca2_la_abrasion_pct,nca2_fineness_modulus,nca2_w_abs_pct,rca1_sg,rca1_nms_mm,rca1_material_type,rca1_crushing_index_pct,rca1_la_abrasion_pct,rca1_fineness_modulus,rca1_w_abs_pct,rca2_sg,rca2_nms_mm,rca2_material_type,rca2_crushing_index_pct,rca2_la_abrasion_pct,rca2_fineness_modulus,rca2_w_abs_pct,nfa1_sg,nfa1_nms_mm,nfa1_material_type,nfa1_crushing_index_pct,nfa1_la_abrasion_pct,nfa1_fineness_modulus,nfa1_w_abs_pct,nfa2_sg,nfa2_nms_mm,nfa2_material_type,nfa2_crushing_index_pct,nfa2_la_abrasion_pct,nfa2_fineness_modulus,nfa2_w_abs_pct,reactivity_modulus,silica_modulus,alumina_modulus,cube_dimension,fc_cube_1d_mpa,fc_cube_3d_mpa,fc_cube_7d_mpa,fc_cube_14d_mpa,fc_cube_21d_mpa,fc_cube_28d_mpa,fc_cube_56d_mpa,fc_cube_90d_mpa,fc_cube_180d_mpa,cyl_dia_mm,cyl_height_mm,fc_cyl_1d_mpa,fc_cyl_3d_mpa,fc_cyl_7d_mpa,fc_cyl_14d_mpa,fc_cyl_21d_mpa,fc_cyl_28d_mpa,fc_cyl_56d_mpa,fc_cyl_90d_mpa,fc_cyl_180d_mpa
[69],26,389,Thomas et al.,2014,H-0.65-20%,275,,,,,,,,,735,184,878,20%,179,162.25,,179,0.65,0.3,0.31,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,49.3,,,
[69],26,390,Thomas et al.,2014,H-0.65-50%,275,,,,,,,,,455,455,849,50%,179,156.75,,179,0.65,0.3,0.32,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,47.5,,,
[69],26,391,Thomas et al.,2014,H-0.65-100%,275,,,,,,,,,0,830,868,100%,179,148.5,,179,0.65,0.33,0.32,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,53.7,,,
[69],26,392,Thomas et al.,2014,H-0.50-0%,380,,,,,,,,,1004,0,714,0%,190,174.8,,190,0.5,0.38,0.53,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,62,,,
[69],26,393,Thomas et al.,2014,H-0.50-20%,380,,,,,,,,,757,189,744,20%,190,171,,190,0.5,0.4,0.51,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,64.8,,,
[69],26,394,Thomas et al.,2014,H-0.50-50%,380,,,,,,,,,471,471,710,50%,190,167.2,,190,0.5,0.4,0.54,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,63.5,,,
[69],26,395,Thomas et al.,2014,H-0.50-100%,380,,,,,,,,,0,874,715,100%,190,159.6,,190,0.5,0.43,0.53,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,65.1,,,
[69],26,396,Thomas et al.,2014,H-0.65AS-0%,275,,,,,,,,,1003,0,948,0%,179,184.25,,179,0.65,0.27,0.29,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,62,,,
[69],26,397,Thomas et al.,2014,H-0.65AS-20%,275,,,,,,,,,740,185,961,20%,179,187,,179,0.65,0.3,0.29,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,64.8,,,
[69],26,398,Thomas et al.,2014,H-0.65AS-50%,275,,,,,,,,,408,408,978,50%,179,184.25,,179,0.65,0.34,0.28,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,63.5,,,
[69],26,399,Thomas et al.,2014,H-0.65AS-100%,275,,,,,,,,,0,640,1010,100%,179,192.5,,179,0.65,0.43,0.27,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,65.1,,,
[69],26,400,Thomas et al.,2014,H-0.50AS-0%,380,,,,,,,,,1032,0,806,0%,190,201.4,,190,0.5,0.37,0.47,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,57.3,,,
[69],26,401,Thomas et al.,2014,H-0.50AS-20%,380,,,,,,,,,767,192,813,20%,190,201.4,,190,0.5,0.4,0.47,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,54.9,,,
[69],26,402,Thomas et al.,2014,H-0.50AS-50AS%,380,,,,,,,,,426,427,822,50%,190,201.4,,190,0.5,0.45,0.46,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,51.5,,,
[69],26,403,Thomas et al.,2014,H-0.50AS-100%,380,,,,,,,,,0,683,836,100%,190,197.6,,190,0.5,0.56,0.45,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,50.3,,,
[69],26,404,Thomas et al.,2014,H-0.55ARS-0%,325,,,,,,,,,1009,0,875,0%,179,165.75,,179,0.55,0.32,0.37,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,60.1,,,
[69],26,405,Thomas et al.,2014,H-0.55ARS-20%,325,,,,,,,,,839,210,799,20%,179,169,,179,0.55,0.31,0.41,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,56.5,,,
[69],26,406,Thomas et al.,2014,H-0.55ARS-55ARS%,325,,,,,,,,,490,490,831,50%,179,175.5,,179,0.55,0.33,0.39,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,48.9,,,
[69],26,407,Thomas et al.,2014,H-0.55ARS-100%,325,,,,,,,,,0,923,825,100%,179,188.5,,179,0.55,0.35,0.39,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,43.1,,,
[69],26,408,Thomas et al.,2014,H-0.45ARS-0%,385,,,,,,,,,1039,0,814,0%,173,161.7,,173,0.45,0.37,0.47,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,72.9,,,
[69],26,409,Thomas et al.,2014,H-0.45ARS-20%,385,,,,,,,,,892,223,698,20%,173,161.7,,173,0.45,0.35,0.55,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,67.4,,,
[69],26,410,Thomas et al.,2014,H-0.45ARS-45ARS%,385,,,,,,,,,515,515,742,50%,173,169.4,,173,0.45,0.37,0.52,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,61.2,,,
[69],26,411,Thomas et al.,2014,H-0.45ARS-100%,385,,,,,,,,,0,963,746,100%,173,188.65,,173,0.45,0.4,0.52,2.59,20,Natural limestone,,,,1.6,2.55,12,Natural limestone,,31,,1.6,2.31,20,C&D waste,,,,5.3,,,,,,,,,,,,,,,,,,,,,,3.971505376,3.229166667,1.165413534,,,,,,,,,,,100,200,,,,,,53.7,,,
[70],27,412,Tuyan et al.,2014,C-43,315,135,,,,,,,,745,0,900,0%,194,,4.9,197,0.44,0.6,0.5,2.64,16,Crushed limestone,,,,0.21,,,,,,,,2.48,,C&D waste,,,,4.8,,,,,,,,2.61,,Crushed limestone,,,,0.67,,,,,,,,2.701582295,2.082727861,2.292515396,150,,,,,,37.2,,,,,,,,,,,,,,
[70],27,413,Tuyan et al.,2014,C-48,315,135,,,,,,,,720,0,870,0%,216,,3.3,218,0.48,0.63,0.52,2.64,16,Crushed limestone,,,,0.21,,,,,,,,2.48,,C&D waste,,,,4.8,,,,,,,,2.61,,Crushed limestone,,,,0.67,,,,,,,,2.701582295,2.082727861,2.292515396,150,,,,,,42.2,,,,,,,,,,,,,,
[70],27,414,Tuyan et al.,2014,C-53,315,135,,,,,,,,694,0,839,0%,239,,2.2,240,0.53,0.65,0.54,2.64,16,Crushed limestone,,,,0.21,,,,,,,,2.48,,C&D waste,,,,4.8,,,,,,,,2.61,,Crushed limestone,,,,0.67,,,,,,,,2.701582295,2.082727861,2.292515396,150,,,,,,52.3,,,,,,,,,,,,,,
[70],27,415,Tuyan et al.,2014,20�43,315,135,,,,,,,,596,149,900,20%,194,,5.5,198,0.44,0.6,0.5,2.64,16,Crushed limestone,,,,0.21,,,,,,,,2.48,,C&D waste,,,,4.8,,,,,,,,2.61,,Crushed limestone,,,,0.67,,,,,,,,2.701582295,2.082727861,2.292515396,150,,,,,,37.7,,,,,,,,,,,,,,
[70],27,416,Tuyan et al.,2014,20�48,315,135,,,,,,,,576,144,870,20%,216,,3.4,218,0.48,0.63,0.52,2.64,16,Crushed limestone,,,,0.21,,,,,,,,2.48,,C&D waste,,,,4.8,,,,,,,,2.61,,Crushed limestone,,,,0.67,,,,,,,,2.701582295,2.082727861,2.292515396,150,,,,,,44,,,,,,,,,,,,,,
[70],27,417,Tuyan et al.,2014,20�53,315,135,,,,,,,,555,139,839,20%,239,,2.4,241,0.53,0.65,0.54,2.64,16,Crushed limestone,,,,0.21,,,,,,,,2.48,,C&D waste,,,,4.8,,,,,,,,2.61,,Crushed limestone,,,,0.67,,,,,,,,2.701582295,2.082727861,2.292515396,150,,,,,,54.7,,,,,,,,,,,,,,
[70],27,418,Tuyan et al.,2014,40�43,315,135,,,,,,,,447,298,900,40%,194,,5.7,198,0.44,0.6,0.5,2.64,16,Crushed limestone,,,,0.21,,,,,,,,2.48,,C&D waste,,,,4.8,,,,,,,,2.61,,Crushed limestone,,,,0.67,,,,,,,,2.701582295,2.082727861,2.292515396,150,,,,,,38.2,,,,,,,,,,,,,,
[70],27,419,Tuyan et al.,2014,40�48,315,135,,,,,,,,432,288,870,40%,216,,3.5,218,0.49,0.63,0.52,2.64,16,Crushed limestone,,,,0.21,,,,,,,,2.48,,C&D waste,,,,4.8,,,,,,,,2.61,,Crushed limestone,,,,0.67,,,,,,,,2.701582295,2.082727861,2.292515396,150,,,,,,44.3,,,,,,,,,,,,,,
[70],27,420,Tuyan et al.,2014,40�53,315,135,,,,,,,,416,278,839,40%,239,,2.7,241,0.54,0.65,0.54,2.64,16,Crushed limestone,,,,0.21,,,,,,,,2.48,,C&D waste,,,,4.8,,,,,,,,2.61,,Crushed limestone,,,,0.67,,,,,,,,2.701582295,2.082727861,2.292515396,150,,,,,,57.2,,,,,,,,,,,,,,
[70],27,421,Tuyan et al.,2014,60�43,315,135,,,,,,,,298,447,900,60%,194,,6.2,198,0.44,0.6,0.5,2.64,16,Crushed limestone,,,,0.21,,,,,,,,2.48,,C&D waste,,,,4.8,,,,,,,,2.61,,Crushed limestone,,,,0.67,,,,,,,,2.701582295,2.082727861,2.292515396,150,,,,,,35.8,,,,,,,,,,,,,,
[70],27,422,Tuyan et al.,2014,60�48,315,135,,,,,,,,288,432,870,60%,216,,3.7,218,0.49,0.63,0.52,2.64,16,Crushed limestone,,,,0.21,,,,,,,,2.48,,C&D waste,,,,4.8,,,,,,,,2.61,,Crushed limestone,,,,0.67,,,,,,,,2.701582295,2.082727861,2.292515396,150,,,,,,40.9,,,,,,,,,,,,,,
[70],27,423,Tuyan et al.,2014,60�53,315,135,,,,,,,,278,416,839,60%,239,,3,241,0.54,0.65,0.54,2.64,16,Crushed limestone,,,,0.21,,,,,,,,2.48,,C&D waste,,,,4.8,,,,,,,,2.61,,Crushed limestone,,,,0.67,,,,,,,,2.701582295,2.082727861,2.292515396,150,,,,,,51.1,,,,,,,,,,,,,,
[71],28,424,Uygunoglu et al.,2014,LS-1,350,100,,,,,,,,986,,720,0%,140,,10.8,147,0.33,0.46,0.63,2.72,22,Crushed limestone,,,,,,,,,,,,2.44,22,C&D waste,,,,,,,,,,,,2.62,4,River sand,,,,3.73,,,,,,,,3.021608603,1.841013639,2.646556798,100,,,50.4762,,,56.875,,,,,,,,,,,,,,
[71],28,425,Uygunoglu et al.,2014,LS-2,350,100,,,,,,,,966,,706,0%,153,,9.5,159,0.35,0.47,0.64,2.72,22,Crushed limestone,,,,,,,,,,,,2.44,22,C&D waste,,,,,,,,,,,,2.62,4,River sand,,,,3.73,,,,,,,,3.021608603,1.841013639,2.646556798,100,,,45.7143,,,56.5625,,,,,,,,,,,,,,
[71],28,426,Uygunoglu et al.,2014,LS-3,350,100,,,,,,,,947,,692,0%,167,,8.1,172,0.38,0.48,0.65,2.72,22,Crushed limestone,,,,,,,,,,,,2.44,22,C&D waste,,,,,,,,,,,,2.62,4,River sand,,,,3.73,,,,,,,,3.021608603,1.841013639,2.646556798,100,,,42.2222,,,56.4062,,,,,,,,,,,,,,
[71],28,427,Uygunoglu et al.,2014,LS-4,350,100,,,,,,,,927,,678,0%,180,,6.8,184,0.41,0.49,0.66,2.72,22,Crushed limestone,,,,,,,,,,,,2.44,22,C&D waste,,,,,,,,,,,,2.62,4,River sand,,,,3.73,,,,,,,,3.021608603,1.841013639,2.646556798,100,,,39.3651,,,55.625,,,,,,,,,,,,,,
[71],28,428,Uygunoglu et al.,2014,RA-1,350,100,,,,,,,,,1002,720,100%,140,,10.8,147,0.33,0.45,0.63,2.72,22,Crushed limestone,,,,,,,,,,,,2.44,22,C&D waste,,,,,,,,,,,,2.62,4,River sand,,,,3.73,,,,,,,,3.021608603,1.841013639,2.646556798,100,,,48.7302,,,54.0625,,,,,,,,,,,,,,
[71],28,429,Uygunoglu et al.,2014,RA-2,350,100,,,,,,,,,982,706,100%,153,,9.5,159,0.35,0.46,0.64,2.72,22,Crushed limestone,,,,,,,,,,,,2.44,22,C&D waste,,,,,,,,,,,,2.62,4,River sand,,,,3.73,,,,,,,,3.021608603,1.841013639,2.646556798,100,,,43.6508,,,53.125,,,,,,,,,,,,,,
[71],28,430,Uygunoglu et al.,2014,RA-3,350,100,,,,,,,,,963,692,100%,167,,8.1,172,0.38,0.47,0.65,2.72,22,Crushed limestone,,,,,,,,,,,,2.44,22,C&D waste,,,,,,,,,,,,2.62,4,River sand,,,,3.73,,,,,,,,3.021608603,1.841013639,2.646556798,100,,,40.4762,,,52.6562,,,,,,,,,,,,,,
[71],28,431,Uygunoglu et al.,2014,RA-4,350,100,,,,,,,,,943,678,100%,180,,6.8,184,0.41,0.48,0.66,2.72,22,Crushed limestone,,,,,,,,,,,,2.44,22,C&D waste,,,,,,,,,,,,2.62,4,River sand,,,,3.73,,,,,,,,3.021608603,1.841013639,2.646556798,100,,,41.1111,,,51.7188,,,,,,,,,,,,,,
[72],29,432,Kubissa et al.,2015,I,400,,,,,,,,,1468,0,301,0%,200,,4,203,0.51,0.27,1.33,,,Natural gravel,,,,,,,,,,,,,,C&D waste,,,,,,,,,,,,,,River sand,,,,,,,,,,,,3.248847926,2.782051282,1.785714286,150,,,32.3,,,46.1,,55.2,,,,,,,,,,,,
[72],29,433,Kubissa et al.,2015,II,300,200,,,,,,,,1367,0,280,0%,200,,4,203,0.41,0.37,1.79,,,Natural gravel,,,,,,,,,,,,,,C&D waste,,,,,,,,,,,,,,River sand,,,,,,,,,,,,2.143159995,4.521379981,1.697247706,150,,,29.1,,,40.4,,50.2,,,,,,,,,,,,
[72],29,434,Kubissa et al.,2015,III,300,200,,40,,,,,,1327,0,272,0%,200,,4,203,0.38,0.41,1.99,,,Natural gravel,,,,,,,,,,,,,,C&D waste,,,,,,,,,,,,,,River sand,,,,,,,,,,,,1.985373587,5.317270992,1.663278272,150,,,30.7,,,47.7,,54.8,,,,,,,,,,,,
[72],29,435,Kubissa et al.,2015,IV,300,200,,,40,,,,,1330,0,272,0%,200,,4,203,0.38,0.41,1.99,,,Natural gravel,,,,,,,,,,,,,,C&D waste,,,,,,,,,,,,,,River sand,,,,,,,,,,,,2.077352729,3.247439181,2.959442332,150,,,38.4,,,49.2,,57.1,,,,,,,,,,,,
[72],29,436,Kubissa et al.,2015,IR,400,,,,,,,,,0,1073,584,100%,200,,4,203,0.51,0.37,0.68,,,Natural gravel,,,,,,,,,,,,,,C&D waste,,,,,,,,,,,,,,River sand,,,,,,,,,,,,3.248847926,2.782051282,1.785714286,150,,,34.2,,,44.4,,49.5,,,,,,,,,,,,
[72],29,437,Kubissa et al.,2015,IIR,300,200,,,,,,,,0,999,543,100%,200,,4,203,0.41,0.5,0.92,,,Natural gravel,,,,,,,,,,,,,,C&D waste,,,,,,,,,,,,,,River sand,,,,,,,,,,,,2.143159995,4.521379981,1.697247706,150,,,29.9,,,39.1,,47.7,,,,,,,,,,,,
[72],29,438,Kubissa et al.,2015,IIIR,300,200,,40,,,,,,0,970,527,100%,200,,4,203,0.38,0.56,1.02,,,Natural gravel,,,,,,,,,,,,,,C&D waste,,,,,,,,,,,,,,River sand,,,,,,,,,,,,1.985373587,5.317270992,1.663278272,150,,,31.6,,,43.7,,51,,,,,,,,,,,,
[72],29,439,Kubissa et al.,2015,IVR,300,200,,,40,,,,,0,973,529,100%,200,,4,203,0.38,0.55,1.02,,,Natural gravel,,,,,,,,,,,,,,C&D waste,,,,,,,,,,,,,,River sand,,,,,,,,,,,,2.077352729,3.247439181,2.959442332,150,,,41.6,,,52.5,,61.5,,,,,,,,,,,,
[73],30,440,Saravanakumar and Dhinakaran,2015,M1,530,,,,,,,,,1240,,389,0%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.93877551,3.245033113,12.72727273,150,,,28.5,,,53.71,,59.65,,,,,,,,,,,,
[73],30,441,Saravanakumar and Dhinakaran,2015,M2,424,,106,,,,,,,1240,,389,0%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.70726857,2.720173089,11.41176471,150,,,26.2,,,43.35,,48.55,,,,,,,,,,,,
[73],30,442,Saravanakumar and Dhinakaran,2015,M3,371,,159,,,,,,,1240,,389,0%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.591515101,2.536442878,11.00890869,150,,,23.6,,,40.4,,49.86,,,,,,,,,,,,
[73],30,443,Saravanakumar and Dhinakaran,2015,M4,318,,212,,,,,,,1240,,389,0%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.475761631,2.386106896,10.69822485,150,,,22.45,,,38.4,,51.71,,,,,,,,,,,,
[73],30,444,Saravanakumar and Dhinakaran,2015,M5,265,,265,,,,,,,1240,,389,0%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.360008161,2.260819165,10.45132743,150,,,20.65,,,36.1,,48.2,,,,,,,,,,,,
[73],30,445,Saravanakumar and Dhinakaran,2015,M6,530,,,,,,,,,930,310,389,25%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.93877551,3.245033113,12.72727273,150,,,23.23,,,42.79,,48.75,,,,,,,,,,,,
[73],30,446,Saravanakumar and Dhinakaran,2015,M7,424,,106,,,,,,,930,310,389,25%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.70726857,2.720173089,11.41176471,150,,,23.2,,,39.2,,44.2,,,,,,,,,,,,
[73],30,447,Saravanakumar and Dhinakaran,2015,M8,371,,159,,,,,,,930,310,389,25%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.591515101,2.536442878,11.00890869,150,,,21.7,,,35.4,,43.8,,,,,,,,,,,,
[73],30,448,Saravanakumar and Dhinakaran,2015,M9,318,,212,,,,,,,930,310,389,25%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.475761631,2.386106896,10.69822485,150,,,20.2,,,34.8,,46.34,,,,,,,,,,,,
[73],30,449,Saravanakumar and Dhinakaran,2015,M10,265,,265,,,,,,,930,310,389,25%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.360008161,2.260819165,10.45132743,150,,,18.45,,,33.75,,44.5,,,,,,,,,,,,
[73],30,450,Saravanakumar and Dhinakaran,2015,M11,530,,,,,,,,,620,620,389,50%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.93877551,3.245033113,12.72727273,150,,,22.24,,,39.72,,44.76,,,,,,,,,,,,
[73],30,451,Saravanakumar and Dhinakaran,2015,M12,424,,106,,,,,,,620,620,389,50%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.70726857,2.720173089,11.41176471,150,,,20.9,,,36,,40.45,,,,,,,,,,,,
[73],30,452,Saravanakumar and Dhinakaran,2015,M13,371,,159,,,,,,,620,620,389,50%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.591515101,2.536442878,11.00890869,150,,,20.4,,,34.9,,40.9,,,,,,,,,,,,
[73],30,453,Saravanakumar and Dhinakaran,2015,M14,318,,212,,,,,,,620,620,389,50%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.475761631,2.386106896,10.69822485,150,,,19.05,,,32.9,,41.24,,,,,,,,,,,,
[73],30,454,Saravanakumar and Dhinakaran,2015,M15,265,,265,,,,,,,620,620,389,50%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.360008161,2.260819165,10.45132743,150,,,17.1,,,31.65,,40.6,,,,,,,,,,,,
[73],30,455,Saravanakumar and Dhinakaran,2015,M16,530,,,,,,,,,,1240,389,100%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.93877551,3.245033113,12.72727273,150,,,19.91,,,33.78,,39.55,,,,,,,,,,,,
[73],30,456,Saravanakumar and Dhinakaran,2015,M17,424,,106,,,,,,,,1240,389,100%,190.8,,,191,0.36,0.43,1.36,2.7,16,Broken stone,17.7,,7.02,3,,,,,,,,2.6,16,C&D waste,31.2,,6.93,4.5,,,,,,,,2.72,,River sand,,,1.97,,,,,,,,,2.70726857,2.720173089,11.41176471,150,,,19.5,,,32.1,,37.7,,,,,,,,,,,,
