item number,reference number,mix_name_ref,binder(s),cement type,cemen_strength_class,clinker content,cement content,scm1 type,scm1 content (kg/m3),scm2 type,scm2 content (kg/m3),water content (kg/m3),water binder ratio,admixture1_type,admixture1_kgm3,admixture2_type,admixture2_kgm3,fcm. cube 150. wet curing (28 d)
387,F906,SVB,CEM I with fly_ash_bituminous_coal,CEM I ,32.5R,1,350,fly_ash_bituminous_coal,100,,0,195,0.5,SP ,3.22,,0,49.22
388,F906,SVB,CEM I with fly_ash_bituminous_coal,CEM I ,32.5R,1,350,fly_ash_bituminous_coal,170,,0,198,0.5,SP,3.5,,0,50.14
389,F874,SVB,CEM I with fly_ash_bituminous_coal,CEM I,32.5R ,1,321,fly_ash_bituminous_coal,241,,0,200,0.55,,0,,0,50.416
390,F874,SVB,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,350,fly_ash_bituminous_coal,200,,0,190,0.48,,0,,0,68.08
391,F873,SVB,CEM I with fly_ash_bituminous_coal,CEM I,32.5R ,1,346,fly_ash_bituminous_coal,247,,0,184,0.47,,0,,0,52.072
392,F873,SVB,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,349,fly_ash_bituminous_coal,249,,0,185,0.47,,0,,0,66.332
393,F997,Z1H11.0A,CEM I with GGBFS,CEM I,42.5R,1,160,GGBFS,160,,0,152,0.48,SP,0.608,,0,53.031
394,F997,Z1H11.0B,CEM I with GGBFS,CEM I,42.5R,1,150,GGBFS,150,,0,157,0.52,SP,0.465,,0,52.894
395,F997,Z1H11.0C,CEM I with GGBFS,CEM I,42.5R,1,140,GGBFS,140,,0,160,0.57,SP,0.224,,0,44.932
396,F997,Z1H10.3A,CEM I with GGBFS,CEM I,42.5R,1,246,GGBFS,74,,0,156,0.49,SP,1.2792,,0,59.872
397,F997,Z1H10.3B,CEM I with GGBFS,CEM I,42.5R,1,231,GGBFS,69,,0,161,0.54,SP,0.3696,,0,52.12
398,F997,Z1H10.3C,CEM I with GGBFS,CEM I,42.5R,1,215,GGBFS,65,,0,164,0.59,SP,0.172,,0,44.61
399,F997,Z1H21.0A,CEM I with GGBFS,CEM I,42.5R,1,160,GGBFS,160,,0,136,0.43,SP,1.776,,0,55.913
400,F997,Z1H21.0B,CEM I with GGBFS,CEM I,42.5R,1,150,GGBFS,150,,0,140,0.47,SP,1.545,,0,51.785
401,F997,Z1H21.0C,CEM I with GGBFS,CEM I,42.5R,1,140,GGBFS,140,,0,143,0.51,SP,1.232,,0,41.23
402,F997,Z1H20.3A,CEM I with GGBFS,CEM I,42.5R,1,246,GGBFS,74,,0,149,0.47,SP,0.9102,,0,54.88
403,F997,Z1H20.3B,CEM I with GGBFS,CEM I,42.5R,1,231,GGBFS,69,,0,154,0.51,SP,0.9009,,0,49.641
404,F997,Z1H20.3C,CEM I with GGBFS,CEM I,42.5R,1,215,GGBFS,65,,0,156,0.56,SP,0.5375,,0,44.697
405,F997,Z1H31.0A,CEM I with GGBFS,CEM I,42.5R,1,160,GGBFS,160,,0,152,0.48,SP,0.768,,0,50.41
406,F997,Z1H31.0B,CEM I with GGBFS,CEM I,42.5R,1,150,GGBFS,150,,0,157,0.52,SP,0.465,,0,42.608
407,F997,Z1H31.0C,CEM I with GGBFS,CEM I,42.5R,1,140,GGBFS,140,,0,160,0.57,SP,0.224,,0,36.515
408,F997,Z1H30.3A,CEM I with GGBFS,CEM I,42.5R,1,246,GGBFS,74,,0,156,0.49,SP,0.9102,,0,54.27
409,F997,Z1H30.3B,CEM I with GGBFS,CEM I,42.5R,1,231,GGBFS,69,,0,161,0.54,SP,0.9009,,0,48.423
410,F997,Z1H30.3C,CEM I with GGBFS,CEM I,42.5R,1,215,GGBFS,65,,0,164,0.59,SP,0.645,,0,41.378
411,F997,Z1H41.0A,CEM I with GGBFS,CEM I,42.5R,1,160,GGBFS,160,,0,152,0.48,SP,0.608,,0,54.422
412,F997,Z1H41.0B,CEM I with GGBFS,CEM I,42.5R,1,150,GGBFS,150,,0,157,0.52,SP,0.465,,0,47.94
413,F997,Z1H41.0C,CEM I with GGBFS,CEM I,42.5R,1,140,GGBFS,140,,0,160,0.57,SP,0.462,,0,43.327
414,F997,Z1H40.3A,CEM I with GGBFS,CEM I,42.5R,1,246,GGBFS,74,,0,156,0.49,SP,0.5412,,0,56.641
415,F997,Z1H40.3B,CEM I with GGBFS,CEM I,42.5R,1,231,GGBFS,69,,0,161,0.54,SP,0.2772,,0,47.738
416,F997,Z1H40.3C,CEM I with GGBFS,CEM I,42.5R,1,215,GGBFS,65,,0,164,0.59,SP,0.086,,0,41.955
417,F997,Z1H51.0A,CEM I with GGBFS,CEM I,42.5R,1,160,GGBFS,160,,0,136,0.43,SP,1.536,,0,62.56
418,F997,Z1H51.0B,CEM I with GGBFS,CEM I,42.5R,1,150,GGBFS,150,,0,140,0.47,SP,1.08,,0,53.084
419,F997,Z1H51.0C,CEM I with GGBFS,CEM I,42.5R,1,140,GGBFS,140,,0,143,0.51,SP,1.232,,0,48.944
420,F997,Z1H50.3A,CEM I with GGBFS,CEM I,42.5R,1,246,GGBFS,74,,0,149,0.47,SP,1.0824,,0,58.42
421,F997,Z1H50.3B,CEM I with GGBFS,CEM I,42.5R,1,231,GGBFS,69,,0,154,0.51,SP,0.8085,,0,53.544
422,F997,Z1H50.3C,CEM I with GGBFS,CEM I,42.5R,1,215,GGBFS,65,,0,156,0.56,SP,0.731,,0,47.932
423,F997,Z1H61.0A,CEM I with GGBFS,CEM I,42.5R,1,160,GGBFS,160,,0,152,0.48,SP,0.608,,0,58.604
424,F997,Z1H61.0B,CEM I with GGBFS,CEM I,42.5R,1,150,GGBFS,150,,0,157,0.52,SP,0.54,,0,51.152
425,F997,Z1H61.0C,CEM I with GGBFS,CEM I,42.5R,1,140,GGBFS,140,,0,160,0.57,SP,0.378,,0,42.872
426,F997,Z1H60.3A,CEM I with GGBFS,CEM I,42.5R,1,246,GGBFS,74,,0,156,0.49,SP,0.5412,,0,60.996
427,F997,Z1H60.3B,CEM I with GGBFS,CEM I,42.5R,1,231,GGBFS,69,,0,161,0.54,SP,0.5544,,0,55.476
428,F997,Z1H60.3C,CEM I with GGBFS,CEM I,42.5R,1,215,GGBFS,65,,0,164,0.59,SP,0.172,,0,49.22
429,F997,Z1H0A,CEM I,CEM I,42.5R,1,320,,0,,0,160,0.5,SP,0.768,,0,56.856
430,F997,Z1H0B,CEM I,CEM I,42.5R,1,300,,0,,0,165,0.55,SP,0.39,,0,49.128
431,F997,Z1H0C,CEM I,CEM I,42.5R,1,280,,0,,0,168,0.6,SP,0.224,,0,43.884
432,F997,Z2H11.0A,CEM I with GGBFS,CEM I,42.5R,1,160,GGBFS,160,,0,152,0.48,SP,0.72,,0,60.996
433,F997,Z2H11.0B,CEM I with GGBFS,CEM I,42.5R,1,150,GGBFS,150,,0,157,0.52,SP,0.225,,0,49.312
434,F997,Z2H11.0C,CEM I with GGBFS,CEM I,42.5R,1,140,GGBFS,140,,0,160,0.57,SP,0.308,,0,44.804
435,F997,Z2H10.3A,CEM I with GGBFS,CEM I,42.5R,1,246,GGBFS,74,,0,156,0.49,SP,0.369,,0,62.744
436,F997,Z2H10.3B,CEM I with GGBFS,CEM I,42.5R,1,231,GGBFS,69,,0,161,0.54,SP,0.1848,,0,55.568
437,F997,Z2H10.3C,CEM I with GGBFS,CEM I,42.5R,1,215,GGBFS,65,,0,164,0.59,SP,0,,0,47.472
438,F997,Z2H21.0A,CEM I with GGBFS,CEM I,42.5R,1,160,GGBFS,160,,0,136,0.43,SP,1.536,,0,61.456
439,F997,Z2H21.0B,CEM I with GGBFS,CEM I,42.5R,1,150,GGBFS,150,,0,140,0.47,SP,1.545,,0,54.832
440,F997,Z2H21.0C,CEM I with GGBFS,CEM I,42.5R,1,140,GGBFS,140,,0,143,0.51,SP,1.386,,0,44.436
441,F997,Z2H20.3A,CEM I with GGBFS,CEM I,42.5R,1,246,GGBFS,74,,0,149,0.47,SP,0.9102,,0,63.48
442,F997,Z2H20.3B,CEM I with GGBFS,CEM I,42.5R,1,231,GGBFS,69,,0,154,0.51,SP,0.8085,,0,52.624
443,F997,Z2H20.3C,CEM I with GGBFS,CEM I,42.5R,1,215,GGBFS,65,,0,156,0.56,SP,0.3655,,0,46.828
444,F997,Z2H31.0A,CEM I with GGBFS,CEM I,42.5R,1,160,GGBFS,160,,0,152,0.48,SP,0.768,,0,52.532
445,F997,Z2H31.0B,CEM I with GGBFS,CEM I,42.5R,1,150,GGBFS,150,,0,157,0.52,SP,0.69,,0,43.976
446,F997,Z2H31.0C,CEM I with GGBFS,CEM I,42.5R,1,140,GGBFS,140,,0,160,0.57,SP,0.308,,0,37.996
447,F997,Z2H30.3A,CEM I with GGBFS,CEM I,42.5R,1,246,GGBFS,74,,0,156,0.49,SP,0.6396,,0,59.34
448,F997,Z2H30.3B,CEM I with GGBFS,CEM I,42.5R,1,231,GGBFS,69,,0,161,0.54,SP,0.1848,,0,48.668
449,F997,Z2H30.3C,CEM I with GGBFS,CEM I,42.5R,1,215,GGBFS,65,,0,164,0.59,SP,0.172,,0,41.492
450,F997,Z2H41.0A,CEM I with GGBFS,CEM I,42.5R,1,160,GGBFS,160,,0,152,0.48,SP,0.72,,0,56.212
451,F997,Z2H41.0B,CEM I with GGBFS,CEM I,42.5R,1,150,GGBFS,150,,0,157,0.52,SP,0.315,,0,49.036
452,F997,Z2H41.0C,CEM I with GGBFS,CEM I,42.5R,1,140,GGBFS,140,,0,160,0.57,SP,0,,0,41.124
453,F997,Z2H40.3A,CEM I with GGBFS,CEM I,42.5R,1,246,GGBFS,74,,0,156,0.49,SP,0.492,,0,56.12
454,F997,Z2H40.3B,CEM I with GGBFS,CEM I,42.5R,1,231,GGBFS,69,,0,161,0.54,SP,0.5544,,0,56.948
455,F997,Z2H40.3C,CEM I with GGBFS,CEM I,42.5R,1,215,GGBFS,65,,0,164,0.59,SP,0,,0,43.24
456,F997,Z2H51.0A,CEM I with GGBFS,CEM I,42.5R,1,160,GGBFS,160,,0,136,0.43,SP,1.696,,0,66.24
457,F997,Z2H51.0B,CEM I with GGBFS,CEM I,42.5R,1,150,GGBFS,150,,0,140,0.47,SP,1.23,,0,50.876
458,F997,Z2H51.0C,CEM I with GGBFS,CEM I,42.5R,1,140,GGBFS,140,,0,143,0.51,SP,0.924,,0,47.932
459,F997,Z2H50.3A,CEM I with GGBFS,CEM I,42.5R,1,246,GGBFS,74,,0,149,0.47,SP,1.1808,,0,64.492
460,F997,Z2H50.3B,CEM I with GGBFS,CEM I,42.5R,1,231,GGBFS,69,,0,154,0.51,SP,0.7392,,0,53.084
461,F997,Z2H50.3C,CEM I with GGBFS,CEM I,42.5R,1,215,GGBFS,65,,0,156,0.56,SP,0.5375,,0,48.392
462,F997,Z2H61.0A,CEM I with GGBFS,CEM I,42.5R,1,160,GGBFS,160,,0,152,0.48,SP,0.608,,0,57.684
463,F997,Z2H61.0B,CEM I with GGBFS,CEM I,42.5R,1,150,GGBFS,150,,0,157,0.52,SP,0.39,,0,50.876
464,F997,Z2H61.0C,CEM I with GGBFS,CEM I,42.5R,1,140,GGBFS,140,,0,160,0.57,SP,0.154,,0,44.344
465,F997,Z2H60.3A,CEM I with GGBFS,CEM I,42.5R,1,246,GGBFS,74,,0,156,0.49,SP,0.5412,,0,59.064
466,F997,Z2H60.3B,CEM I with GGBFS,CEM I,42.5R,1,231,GGBFS,69,,0,161,0.54,SP,0.462,,0,54.004
467,F997,Z2H60.3C,CEM I with GGBFS,CEM I,42.5R,1,215,GGBFS,65,,0,164,0.59,SP,0.3655,,0,49.22
468,F997,Z2H0A,CEM I,CEM I,42.5R,1,320,,0,,0,160,0.5,SP,0.896,,0,58.42
469,F997,Z2H0B,CEM I,CEM I,42.5R,1,300,,0,,0,165,0.55,SP,0.54,,0,48.852
470,F997,Z2H0C,CEM I,CEM I,42.5R,1,280,,0,,0,168,0.6,SP,0.392,,0,46.184
471,F997,Z5H0A,CEM III/A,CEM III/A,42.5N,0.552,320,,0,,0,160,0.5,,0,,0,49.448
472,F997,Z5H0B,CEM III/A,CEM III/A,42.5N,0.552,300,,0,,0,165,0.55,,0,,0,45.123
473,F997,Z5H0C,CEM III/A,CEM III/A,42.5N,0.552,280,,0,,0,168,0.6,,0,,0,38.859
474,F997,Z6H0A,CEM III/A,CEM III/A,42.5N,0.637,320,,0,,0,160,0.5,,0,,0,56.999
475,F997,Z6H0B,CEM III/A,CEM III/A,42.5N,0.637,300,,0,,0,165,0.55,,0,,0,51.043
476,F997,Z6H0C,CEM III/A,CEM III/A,42.5N,0.637,280,,0,,0,168,0.6,,0,,0,44.628
477,M772,Z51a,CEM III/A,CEM III/A,32.5N,0.47,356,,0,,0,179,0.5,,0,,0,46
478,M772,Z51b,CEM III/A,CEM III/A,32.5N,0.47,298,,0,,0,179,0.6,,0,,0,36.156
479,M772,Z51c,CEM III/A,CEM III/A,32.5N,0.47,256,,0,,0,180,0.7,,0,,0,30.176
480,M772,Z5FA13a,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.47,246,fly_ash_bituminous_coal,165,,0,181,0.65,,0,,0,34.868
481,M772,Z5FA13b,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.47,206,fly_ash_bituminous_coal,137,,0,180,0.77,,0,,0,27.324
482,M772,Z5FA13c,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.47,177,fly_ash_bituminous_coal,118,,0,181,0.9,,0,,0,19.872
483,M772,Z5FA1M1,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.47,237,fly_ash_bituminous_coal,158,,0,150,0.56,,0,,0,47.196
484,M772,Z11a,CEM III/A,CEM III/A,32.5N,0.45,360,,0,,0,180,0.5,,0,,0,49.772
485,M772,Z11b,CEM III/A,CEM III/A,32.5N,0.45,300,,0,,0,180,0.6,,0,,0,34.316
486,M772,Z11c,CEM III/A,CEM III/A,32.5N,0.45,257,,0,,0,180,0.7,,0,,0,26.588
487,M772,Z1FA2a,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.45,194,fly_ash_bituminous_coal,237,,0,180,0.82,,0,,0,25.208
488,M772,Z1FA2b,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.45,162,fly_ash_bituminous_coal,198,,0,180,0.98,,0,,0,17.296
489,M772,Z1FA2c,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.45,139,fly_ash_bituminous_coal,169,,0,180,1.14,,0,,0,16.284
490,M772,Z1FAM1,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.45,181,fly_ash_bituminous_coal,221,,0,167,0.82,,0,,0,26.312
491,M1366,ZB1a,CEM I,CEM I,32.5R,1,340,,0,,0,170,0.5,,0,,0,40.02
492,M1366,ZB1b,CEM I,CEM I,32.5R,1,320,,0,,0,192,0.6,,0,,0,26.312
493,M1366,ZB1c,CEM I,CEM I,32.5R,1,290,,0,,0,217.5,0.75,,0,,0,16.1
494,M1366,ZBµW(3)2a,CEM I with natural_pozzolan,CEM I,32.5R,1,255,natural_pozzolan,85,,0,170,0.59,,0,,0,37.904
495,M1366,ZBµW(3)2b,CEM I with natural_pozzolan,CEM I,32.5R,1,240,natural_pozzolan,80,,0,192,0.71,,0,,0,30.084
496,M1366,ZBµW(3)2c,CEM I with natural_pozzolan,CEM I,32.5R,1,217.5,natural_pozzolan,72.5,,0,217.5,0.88,,0,,0,16.376
497,M1366,ZBµB(4)2a,CEM I with natural_pozzolan,CEM I,32.5R,1,255,natural_pozzolan,85,,0,170,0.59,,0,,0,39.376
498,M1366,ZBµB(4)2b,CEM I with natural_pozzolan,CEM I,32.5R,1,240,natural_pozzolan,80,,0,192,0.71,,0,,0,28.612
499,M1366,ZBµB(4)2c,CEM I with natural_pozzolan,CEM I,32.5R,1,217.5,natural_pozzolan,72.5,,0,217.5,0.88,,0,,0,17.572
500,M1366,ZC1a,CEM I,CEM I,32.5R,1,340,,0,,0,170,0.5,,0,,0,45.448
501,M1366,ZC1b,CEM I,CEM I,32.5R,1,320,,0,,0,192,0.6,,0,,0,30.452
502,M1366,ZC1c,CEM I,CEM I,32.5R,1,290,,0,,0,217.5,0.75,,0,,0,19.136
503,M1366,ZCµW(3)2a,CEM I with natural_pozzolan,CEM I,32.5R,1,255,natural_pozzolan,85,,0,170,0.59,,0,,0,41.676
504,M1366,ZCµW(3)2b,CEM I with natural_pozzolan,CEM I,32.5R,1,240,natural_pozzolan,80,,0,192,0.71,,0,,0,30.268
505,M1366,ZCµW(3)2c,CEM I with natural_pozzolan,CEM I,32.5R,1,217.5,natural_pozzolan,72.5,,0,217.5,0.88,,0,,0,16.928
506,M1366,ZCµB(4)2a,CEM I with natural_pozzolan,CEM I,32.5R,1,255,natural_pozzolan,85,,0,170,0.59,,0,,0,46.828
507,M1366,ZCµB(4)2b,CEM I with natural_pozzolan,CEM I,32.5R,1,240,natural_pozzolan,80,,0,192,0.71,,0,,0,33.304
508,M1366,ZCµB(4)2c,CEM I with natural_pozzolan,CEM I,32.5R,1,217.5,natural_pozzolan,72.5,,0,217.5,0.88,,0,,0,23.092
509,M1366,ZD1a,CEM I,CEM I,32.5R,1,340,,0,,0,170,0.5,,0,,0,38.824
510,M1366,ZD1b,CEM I,CEM I,32.5R,1,320,,0,,0,192,0.6,,0,,0,27.416
511,M1366,ZD1c,CEM I,CEM I,32.5R,1,290,,0,,0,217.5,0.75,,0,,0,18.4
512,M1366,ZDµW(3)2a,CEM I with natural_pozzolan,CEM I,32.5R,1,255,natural_pozzolan,85,,0,170,0.59,,0,,0,36.156
513,M1366,ZDµW(3)2b,CEM I with natural_pozzolan,CEM I,32.5R,1,240,natural_pozzolan,80,,0,192,0.71,,0,,0,32.292
514,M1366,ZDµB(4)2a,CEM I with natural_pozzolan,CEM I,32.5R,1,255,natural_pozzolan,85,,0,170,0.59,,0,,0,37.996
515,M1366,ZDµB(4)2b,CEM I with natural_pozzolan,CEM I,32.5R,1,240,natural_pozzolan,80,,0,192,0.71,,0,,0,29.532
516,M1366,ZDµB(4)2c,CEM I with natural_pozzolan,CEM I,32.5R,1,217.5,natural_pozzolan,72.5,,0,217.5,0.88,,0,,0,18.216
517,M2,B1,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,140,fly_ash_bituminous_coal,200,,0,160,1.01,,0,,0,20.7
518,M2,B2,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,170,fly_ash_bituminous_coal,170,,0,170,0.88,,0,,0,22.08
519,M2,B3,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,200,fly_ash_bituminous_coal,140,,0,180,0.8,,0,,0,25.024
520,M2,B4,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,190,fly_ash_bituminous_coal,150,,0,160,0.74,,0,,0,27.692
521,M2,B5,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,220,fly_ash_bituminous_coal,120,,0,170,0.68,,0,,0,29.688
522,M2,B6,CEM III/B with fly_ash_bituminous_coal,CEM III/B,32.5N,0.3,190,fly_ash_bituminous_coal,150,,0,160,0.74,,0,,0,19.78
523,M2,B7,CEM III/B with fly_ash_bituminous_coal,CEM III/B,32.5N,0.3,220,fly_ash_bituminous_coal,120,,0,170,0.68,,0,,0,22.503
524,M288,1a,CEM I,CEM I,32.5R,1,380,,0,,0,180,0.47,,0,,0,49.128
525,M288,1b,CEM I,CEM I,32.5R,1,310,,0,,0,180,0.58,,0,,0,37.996
526,M288,1c,CEM I,CEM I,32.5R,1,270,,0,,0,180,0.67,,0,,0,33.488
527,M288,2a,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,170,fly_ash_bituminous_coal,290,,0,180,0.94,,0,,0,31.556
528,M288,2b,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,140,fly_ash_bituminous_coal,240,,0,180,1.14,,0,,0,24.38
529,M288,2c,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,120,fly_ash_bituminous_coal,205,,0,180,1.33,,0,,0,19.964
530,M288,3a,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,215,,0,180,0.66,,0,,0,39.652
531,M288,3b,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,200,fly_ash_bituminous_coal,180,,0,180,0.8,,0,,0,31.832
532,M288,3c,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,170,fly_ash_bituminous_coal,150,,0,180,0.94,,0,,0,25.576
533,M288,M1,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,138,fly_ash_bituminous_coal,237,,0,178,1.14,,0,,0,21.712
534,M288,M2,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,200,fly_ash_bituminous_coal,180,,0,189,0.83,,0,,0,25.944
535,M288,M3,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,199,fly_ash_bituminous_coal,179,,0,179,0.79,,0,,0,30.268
536,M288,M4,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,238,fly_ash_bituminous_coal,139,,0,185,0.69,,0,,0,31.648
537,M288,M5,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,198,fly_ash_bituminous_coal,178,,0,161,0.72,,0,,0,35.512
538,M288,M6,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,238,fly_ash_bituminous_coal,138,,0,167,0.62,,0,,0,36.248
539,A2891,,CEM I with fly_ash_bituminous_coal & SF,CEM I,32.5R,1,240,fly_ash_bituminous_coal,90,SF,30,140,0.46,SP,2.712,,0,70.104
540,M345,1a,CEM III/A,CEM III/A,32.5R,0.36,360,,0,,0,180,0.5,,0,,0,44.896
541,M345,1b,CEM III/A,CEM III/A,32.5R,0.36,300,,0,,0,180,0.6,,0,,0,34.408
542,M345,1c,CEM III/A,CEM III/A,32.5R,0.36,260,,0,,0,180,0.69,,0,,0,28.704
543,M345,2a,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.36,240,fly_ash_bituminous_coal,160,,0,180,0.66,,0,,0,33.672
544,M345,2b,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.36,200,fly_ash_bituminous_coal,130,,0,180,0.8,,0,,0,26.496
545,M345,2c,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.36,160,fly_ash_bituminous_coal,110,,0,180,0.99,,0,,0,17.756
546,M345,B1,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.36,180,fly_ash_bituminous_coal,120,,0,171.6,0.84,,0,,0,23.46
547,M345,B3,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.36,240,fly_ash_bituminous_coal,120,,0,210.6,0.78,,0,,0,21.804
548,M345,B4,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.36,180,fly_ash_bituminous_coal,120,,0,158.4,0.78,,0,,0,29.256
549,M345,B6,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.36,240,fly_ash_bituminous_coal,120,,0,194.4,0.72,,0,,0,28.796
550,(M1525),B3/1,CEM I with fly_ash_bituminous_coal,CEM I,52.5N,1,284.4,fly_ash_bituminous_coal,190.5,,0,190.5,0.59,,0,,0,49.22
551,(M1525),B3/2,CEM I with fly_ash_bituminous_coal,CEM I,52.5N,1,284.4,fly_ash_bituminous_coal,190.5,,0,237.5,0.74,,0,,0,32.936
552,(M1525),B3/3,CEM I with fly_ash_bituminous_coal,CEM I,52.5N,1,284.4,fly_ash_bituminous_coal,190.5,,0,285,0.89,,0,,0,26.496
553,(M1525),B3/R1,CEM I,CEM I,52.5N,1,475,,0,,0,190.5,0.4,,0,,0,67.988
554,(M1525),B3/R2,CEM I,CEM I,52.5N,1,475,,0,,0,237.5,0.5,,0,,0,55.047
555,(M1525),B3/R3,CEM I,CEM I,52.5N,1,475,,0,,0,285,0.6,,0,,0,43.884
556,M3,0,CEM I,CEM I,42.5R,1,300,,0,,0,150,0.5,,0,,0,47.38
557,M3,12,CEM I with fly_ash_lignite(brown coal),CEM I,42.5R,1,240,fly_ash_lignite(brown coal),60,,0,150,0.57,,0,,0,41.4
558,M3,9,CEM I with fly_ash_lignite(brown coal),CEM I,42.5R,1,240,fly_ash_lignite(brown coal),60,,0,150,0.57,,0,,0,40.664
559,M3,11,CEM I with fly_ash_lignite(brown coal),CEM I,42.5R,1,240,fly_ash_lignite(brown coal),60,,0,150,0.57,,0,,0,39.192
560,A502,1 PZ,CEM I,CEM I,32.5R,1,243,,0,,0,173,0.71,,0,,0,27.14
561,A502,4 PZ,CEM I,CEM I,32.5R,1,281,,0,,0,169,0.6,,0,,0,34.868
562,A502,6 PZ,CEM I,CEM I,32.5R,1,232,,0,,0,174,0.75,,0,,0,23.46
563,A502,1 FAZ,CEM II/BV,CEM II/BV,32.5R,0.725,246,,0,,0,175,0.71,,0,,0,23.644
564,A502,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.725,284,,0,,0,170,0.6,,0,,0,29.348
565,A502,6 FAZ,CEM II/BV,CEM II/BV,32.5R,0.725,240,,0,,0,180,0.75,,0,,0,21.896
566,A1024,4 PZ,CEM I,CEM I,32.5R,1,241,,0,,0,180.75,0.75,,0,,0,29.348
567,A1024,5 PZ,CEM I,CEM I,32.5R,1,276,,0,,0,165.6,0.6,,0,,0,27.784
568,A1024,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.699,244,,0,,0,183,0.75,,0,,0,39.56
569,A1024,5 FAZ,CEM II/BV,CEM II/BV,32.5R,0.699,280,,0,,0,168,0.6,,0,,0,38.64
570,A1164,4 PZ,CEM I,CEM I,32.5R,1,241,,0,,0,180.75,0.75,,0,,0,26.956
571,A1164,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.744,242,,0,,0,181.5,0.75,,0,,0,22.448
572,A1175,4 PZ,CEM I,CEM I,32.5R,1,240,,0,,0,180,0.75,,0,,0,26.864
573,A1175,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.712,240,,0,,0,180,0.75,,0,,0,24.932
574,A1198,4 PZ,CEM I,CEM I,32.5R,1,242,,0,,0,181.5,0.75,,0,,0,27.508
575,A1198,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.7,242,,0,,0,181.5,0.75,,0,,0,23.644
576,A1219,4 PZ,CEM I,CEM I,32.5R,1,238,,0,,0,178.5,0.75,,0,,0,24.564
577,A1219,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.699,238,,0,,0,178.5,0.75,,0,,0,25.392
578,A1220,4 PZ,CEM I,CEM I,32.5R,1,240,,0,,0,180,0.75,,0,,0,31.832
579,A1220,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.67,238,,0,,0,178.5,0.75,,0,,0,26.956
580,A1235,4 PZ,CEM I,CEM I,32.5R,1,244,,0,,0,183,0.75,,0,,0,28.796
581,A1235,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.705,238,,0,,0,178.5,0.75,,0,,0,21.068
582,A1281,4 PZ,CEM I,CEM I,32.5R,1,241,,0,,0,180.75,0.75,,0,,0,28.704
583,A1281,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.774,239,,0,,0,179.25,0.75,,0,,0,22.08
584,A1288,4 PZ,CEM I,CEM I,32.5R,1,239,,0,,0,179.25,0.75,,0,,0,30.176
585,A1288,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.734,238,,0,,0,178.5,0.75,,0,,0,25.3
586,A1332,4 PZ,CEM I,CEM I,32.5R,1,238,,0,,0,178.5,0.75,,0,,0,22.54
587,A1332,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.699,239,,0,,0,179.25,0.75,,0,,0,20.332
